id|idcvlac|categoria|nombre|nombre_citaciones|nacionalidad|sexo
1266|1300||Jorge Yamid Tobar Panchoaga|NaN|Colombiana|Masculino
1267|39430||Josef Hans Drexler|NaN|Extranjero - otra|Masculino
1268|1474962||juan sebastian sanabria bareño|NaN|Colombiana|Masculino
1269|1560501||Leslie Mirley Fiesco Rivas|NaN|Colombiana|Femenino
1270|239674|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Lucía Eufemia Meneses Lucumi|NaN|Colombiana|Femenino
1271|521671||Luis Alberto Escobar Garzón|NaN|Colombiana|Masculino
1272|351393||Magda AHUMADA PARDO|NaN|Colombiana|Femenino
1273|277770||Maria Alejandra Collazos Morales|NaN|Colombiana|Femenino
1274|1698918||María Cecilia Velásquez López|NaN|Colombiana|Femenino
1275|1567875|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Maribel Deicy Villota Enriquez|NaN|Colombiana|Femenino
1276|907758||Melissa Barney Montoya|NaN|Colombiana|Femenino
1277|973||Myriam Amparo Espinosa Ballén|NaN|Colombiana|Femenino
1278|1422336||Nelsy Catalina Marín Flor|NaN|Colombiana|Femenino
1279|63117||Nuria Cristina Ortegon Quijano|NaN|Colombiana|Femenino
1280|1438193||Oscar Eduardo Burbano Zuñiga|NaN|Colombiana|Masculino
1281|1762560||Oscar Felipe Orozco Urrea|NaN|Colombiana|Masculino
1282|130504||Oscar Mauricio Rojas Motta|NaN|Colombiana|Masculino
1283|660574||Paola Andrea Acosta Nates|NaN|Colombiana|
1284|30192||Pedro León Rivera Wiches|NaN|Colombiana|Masculino
1285|882089||Sandra Milena Muñoz Moscoso|NaN|Colombiana|Femenino
1286|35224||SANTIAGO BARONA MUÑOZ|NaN|Colombiana|Masculino
1287|1687920||Sergio Fabian Barrera Muñoz|NaN|Colombiana|Masculino
1288|1233513||Walter Julian Quinchoa Cajas|NaN|Colombiana|Masculino
1289|1567879||Yesid Llanos Bravo|NaN|Colombiana|Masculino
1290|1596418||John Madisson Cerón Lasso|NaN|Colombiana|Masculino
1291|1907||Mario Javier Bucheli Rosero|NaN|Colombiana|Masculino
1292|2712|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Gilberto Bolaños Pantoja|NaN|Colombiana|Masculino
1293|916480||Adriana Isabel Figueroa García|NaN|Colombiana|Femenino
1294|773735||Andrea Jovanna Ortega Rodríguez|NaN|Colombiana|Femenino
1295|663||Carlos Alberto Rincón López|NaN|Colombiana|Masculino
1296|975885||Carlos Andres Mendez Hurtado|NaN|Colombiana|Masculino
1297|975877||Carlos Augusto Andrade Eraso|NaN|Colombiana|Masculino
1298|419184||César Augusto Quinayas Burgos|NaN|Colombiana|Masculino
1299|251224||Clara Eugenia Goyes López|NaN|Colombiana|Femenino
1300|1475856||Eduardo Castillo Castillo|NaN|Colombiana|Masculino
1301|168829||Harrison Javier Moreno Castro|NaN|Colombiana|Masculino
1302|1634759||Horacio Coy Diaz|NaN|Colombiana|Masculino
1303|1516273||Jairo Alexander Astudillo Lagos|NaN|Colombiana|
1304|862991||Jhon Alexander Urrutia Palacios|NaN|Colombiana|Masculino
1305|319||Jhon Jairo Realpe|NaN|Colombiana|Masculino
1306|1542327||Jhonatan Eduardo Martinez Muñoz|NaN|Colombiana|Masculino
1307|97358||Johan David Ñañez Zuleta|NaN|Colombiana|
1308|1476153||John Alexander Torres León|NaN|Colombiana|Masculino
1309|1542341||Jorge Armando Serna Jaramillo|NaN|Colombiana|Masculino
1310|2720||Jorge Washington Coronel García|NaN|Colombiana|Masculino
1311|708305||Jose Luis Ortiz Lozano|NaN|Colombiana|Masculino
1312|1542322||JUAN CAMILO COLLAZOS URIBE|NaN|Colombiana|Masculino
1313|1016520||Juan José Morales Chaves|NaN|Colombiana|Masculino
1314|1542370||July Alejandra Gonzalez Valladares|NaN|Colombiana|Femenino
1315|1542340||Karen Viviana Perez Lujan|NaN|Colombiana|Femenino
1316|956767||Leonardo De Jesus Salazar Alarcon|NaN|Colombiana|Masculino
1317|408018||Luis Fernando Echeverri Echeverri|NaN|Colombiana|Masculino
1318|773646|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Ronald Hurtado Velasco|NaN|Colombiana|Masculino
1319|1674023||Stivens Antonio Dionizio Solarte|NaN|Colombiana|Masculino
1320|378631||Willfrand Perez Urbano|NaN|Colombiana|Masculino
1321|36919|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Wilson Lopera Muñoz|NaN|Colombiana|Masculino
1322|192635|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Jorge Enrique Rodríguez Páez|NaN|Colombiana|Masculino
1323|13480|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Claudia Fernanda Villaquirán Raigoza|NaN|Colombiana|Femenino
1324|523127||Adolfoalfredo MOSQUERA LOZANO|NaN|Colombiana|Masculino
1325|499218||Alejandra Isabel Guerrero Duymovic|NaN|Colombiana|Femenino
1326|527092||Alejandra María Fernández Solarte|NaN|Colombiana|Femenino
1327|522341||Alejandra Montenegro Hernandez|NaN|Colombiana|Femenino
1328|517003||Alexander Eliecer iles quintana|NaN|Colombiana|Masculino
1329|527084||Ana María Guzmán Palacios|NaN|Colombiana|Femenino
1330|523798||Angela Ximena Moreno Erazo|NaN|Colombiana|Femenino
1331|1573126||Brayan Andru MONTENEGRO Embus|NaN|Colombiana|Masculino
1332|223220||Carlos Eduardo Ararat Ibarguen|NaN|Colombiana|Masculino
1333|720011|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Carol Aguilar Paz|NaN|Colombiana|Femenino
1334|1470299||Cenayda López Obando|NaN|Colombiana|Femenino
1335|939900||Christhy Vanessa Ruiz Madroñero|NaN|Colombiana|Femenino
1336|1035576||Claudia Patricia Fernandez Perdomo|NaN|Colombiana|Femenino
1337|1065769||Diego Andrés Campo Ceballos|NaN|Colombiana|Masculino
1338|707813|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Diego CORAL CORAL|NaN|Colombiana|Masculino
1339|534250||Diego Mauricio Sandoval Cerón|NaN|Colombiana|Masculino
1340|724971||Edison Rivera Figueroa|NaN|Colombiana|Masculino
1341|1527513||Fabiola Andrea Prado Espinosa|NaN|Colombiana|Femenino
1342|1343748||Gentil Anacona Ordoñez|NaN|Colombiana|Masculino
1343|904465||Humar AVILA VANEGAS|NaN|Colombiana|Masculino
1344|1374314||Ingrid Eliana Fernandez Campo|NaN|Colombiana|Femenino
1345|544752||Janeth Cobo Quesada|NaN|Colombiana|Femenino
1346|720020|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Javier Andres Muñoz Chaves|NaN|Colombiana|Masculino
1347|1449620||JAVIER OSWALDO BOLAÑOS RIVERA|NaN|Colombiana|Masculino
1348|1506207||Jazmín Calvache Muñoz|NaN|Colombiana|Femenino
1349|55801||José Fernando Muñoz Chilito|NaN|Colombiana|Masculino
1350|715921|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|José Luis Narváez Semanate|NaN|Colombiana|Masculino
1351|942421||José Rodrigo Muñoz Hoyos|NaN|Colombiana|Masculino
1352|1523854||Julian Medina Chicue|NaN|Colombiana|Masculino
1353|515485||Lina AHUMADA DAZA|NaN|Colombiana|Femenino
1354|1373757||LUCY CATERINE DAZA GOMEZ|NaN|Colombiana|Femenino
1355|1343741||Marly Montero Muñoz|NaN|Colombiana|Femenino
1356|12580||Miguel Hugo CORCHUELO MORA|NaN|Colombiana|Masculino
1357|1365695||MONICA ANDREA VARGAS URBANO|NaN|Colombiana|Femenino
1358|988391||Nathalie Marcela Cerón Hurtado|NaN|Colombiana|Femenino
1359|181854||Oscar Bermúdez Castillo|NaN|Colombiana|Masculino
1360|720798||Rodrigo Arbey Muñoz Meneses|NaN|Colombiana|Masculino
1361|177008|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Sonia Gaona Jurado|NaN|Colombiana|Femenino
1362|1391034||Yamileth Ortegon Fernandéz|NaN|Colombiana|Femenino
1363|1382405|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Yasser Halil Ochoa Muñoz|NaN|Colombiana|Masculino
1364|323446|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Nancy Janneth Molano Tobar|NaN|Colombiana|Femenino
1365|480614||Guillermo Hernando Rodríguez Vélez|NaN|Colombiana|Masculino
1366|771350||Ana Rovira GONZALEZ GUERRERO|NaN|Colombiana|Femenino
1367|155730||Carlos Ignacio Zuñiga Lopez|NaN|Colombiana|Masculino
1368|157473||Clara Ines Cordoba Llanos|NaN|Colombiana|Femenino
1369|1382816||Claudia Constanza Pinzón Romero|NaN|Colombiana|Femenino
1370|797324|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|DOLLY XIMENA MOLANO TOBAR|NaN|Colombiana|
1371|1493299||Efrain Alirio Rojas Galvis|NaN|Colombiana|Masculino
1372|1574774||enmanuel fernando portilla dorado|NaN|Colombiana|Masculino
1373|1158945||FABIAN ANDRES MONTUA MUÑOZ|NaN|Colombiana|Masculino
1374|248827||Francisco Fernando BOHORQUEZ GONGORA|NaN|Colombiana|Masculino
1375|135676||Gloria Jannette Muñoz Arcos|NaN|Colombiana|Femenino
1376|1602765||Luz Marina Chalapud Narváez|NaN|Colombiana|Femenino
1377|94282||Magdi Yannette Ordoñez Fernandez|NaN|Colombiana|
1378|480592||Maria Veronica Torres Andrade|NaN|Colombiana|Femenino
1379|515450||Myriam Hormiga Cruz|NaN|Colombiana|Femenino
1380|1399775||Raquel Amalia Velez Tobar|NaN|Colombiana|Femenino
1381|1138871||Saulo Andres CHAMORRO BURBANO|NaN|Colombiana|Masculino
1382|11240||Luis Alberto Lenis Velasquez|NaN|Colombiana|Masculino
1383|11231|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Jaime Martín Franco|NaN|Colombiana|Masculino
1384|340600||ALFARO TANDIOY FERNANDEZ|NaN|Colombiana|Masculino
1385|1342996||Angelica Maria Escobar Caicedo|NaN|Colombiana|Femenino
1386|1342925||Ayda Marcela Erazo Arcos|NaN|Colombiana|Femenino
1387|25677||Brandon Rosero López|NaN|Colombiana|Masculino
1388|456381||Carmen Eugenia Solarte Orozco|NaN|Colombiana|Femenino
1389|1246984||César Fernández Morantes|NaN|Colombiana|Masculino
1390|518921||Cristina Del Socorro Ruales Ceron|NaN|Colombiana|Femenino
1391|705063||Danny Alejandro Arteaga Fuertes|NaN|Colombiana|Masculino
1392|427047||Deya Amparo Pérez Zúñiga|NaN|Colombiana|Femenino
1393|518980|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Diana María CHITO TRUJILLO|NaN|Colombiana|Femenino
1394|518506||Diana Suleny Bolaños Castro|NaN|Colombiana|Femenino
1395|518450||Gaby ariza chacon|NaN|Colombiana|Femenino
1396|518468||Gloria suarez ortiz|NaN|Colombiana|Femenino
1397|526509||Greysi Carolina Burbano Latorre|NaN|Colombiana|Femenino
1398|959928||Henry Salomon Fernandez Jimenez|NaN|Colombiana|Masculino
1399|1246941||Jeyson Andrés Cortés Mitte|NaN|Colombiana|Masculino
1400|1247026||Jonathan Eduardo Coral Sarria|NaN|Colombiana|Masculino
1401|340090||Jonathan Paz Montoya|NaN|Colombiana|Masculino
1402|344877||JORDAN JAIR ALEGRIA PINO|NaN|Colombiana|Masculino
1403|521787||JORGE ENRIQUE ORTEGA ORTEGA|NaN|Colombiana|Masculino
1404|521841||Juan Carlos Muñoz Muñoz|NaN|Colombiana|Masculino
1405|333808||Julián PRADO CANENCIO|NaN|Colombiana|Masculino
1406|1345231||LILA MARCELA CLAROS GÓMEZ|NaN|Colombiana|Femenino
1407|521760||Lyria Yesenia Silva Meneses|NaN|Colombiana|Femenino
1408|524492||Mara Isabel Orozco Solano|NaN|Colombiana|Femenino
1409|1343159||Marco Fidel Mosquera Ramirez|NaN|Colombiana|Masculino
1410|1343722||Miguel Angel Vidal|NaN|Colombiana|Masculino
1411|1343051||Nathalia Paredes Camacho|NaN|Colombiana|Femenino
1412|11266||Olga Lucía Hoyos Saavedra|NaN|Colombiana|
1413|1711081||Omar Alberto Salinas Cruel|NaN|Colombiana|Masculino
1414|1343056|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Omar Miguel Portilla Zuñiga|NaN|Colombiana|Masculino
1415|11258|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Ricardo Benítez Benitez|NaN|Colombiana|Masculino
1416|519910||Sonia Marlen Escandon Rivera|NaN|Colombiana|Femenino
1417|1243403||William Esteban Bazante Bolaños|NaN|Colombiana|Masculino
1418|222283||Willy Montoya Palomino|NaN|Colombiana|Masculino
1419|1342923||Wilmar Fernando Elvira Tabares|NaN|Colombiana|Masculino
1420|521809||Yohana ortiz narvaez|NaN|Colombiana|Femenino
1421|954373||Zully Adriana Hurtado Ordoñez|NaN|Colombiana|Femenino
1422|13404|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Gerardo Andrés Torres Rodríguez|NaN|Colombiana|Masculino
1423|37141||Angela Yazmin García Fonseca|NaN|Colombiana|Femenino
1424|674729|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Edgar Javier RINCON BARON|NaN|Colombiana|Masculino
1425|1452311||Elizabeth Cristina Ordóñez Paz|NaN|Colombiana|Femenino
1426|13317||Jovanna Vanessa Ramos Angulo|NaN|Colombiana|Femenino
1427|1413224||Karen Lizeth Castillo Chingal|NaN|Colombiana|Femenino
1428|101188||Leidy Tatiana Garces Castaño|NaN|Colombiana|Femenino
1429|1218514||Lyda Patricia Mosquera Sanchez|NaN|Colombiana|Femenino
1430|769185||Manuel José Castrillón Fernández|NaN|Colombiana|Masculino
1431|1374041||Maria Andrea Sánchez Chaparral|NaN|Colombiana|
1432|1452320||María Mercedes Ramírez de Valdenebro|NaN|Colombiana|Femenino
1433|1532753||Melissa Carolina Patiño Portela|NaN|Colombiana|
1434|207748||Nilza Velasco Palomino|NaN|Colombiana|Femenino
1435|1532751||Paola Andrea Arciniegas Grijalba|NaN|Colombiana|Femenino
1436|1357759||Paolín Rocío Cáceres Vélez|NaN|Colombiana|Femenino
1437|1219308||Sandra Carlina Rivas Zúñiga|NaN|Colombiana|Femenino
1438|1345845|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Willian Orlando Castillo Ordoñez|NaN|Colombiana|Masculino
1439|1371304||Yenny Magaly Castrillón Bolaños|NaN|Colombiana|Femenino
1440|1543557||Jhonatan Stiven Cuaspud Lozano|NaN|Colombiana|Masculino
1441|1372883||Mabell Rocio Orobio Mosquera|NaN|Colombiana|Femenino
1442|416487|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Aristides Obando Cabezas|NaN|Colombiana|Masculino
1443|538736||Gustavo Hernando Chamorro Hernández|NaN|Colombiana|Masculino
1444|127847||Aldemar Bolaños Caldon|NaN|Colombiana|Masculino
1445|1460152||ALEXANDER GOMEZ FLOREZ|NaN|Colombiana|Masculino
1446|1232134||Ana Milena Coral Diaz|NaN|Colombiana|Femenino
1447|94028||andres felipe felipe franco|NaN|Colombiana|Masculino
1448|114592||Angie Vanessa Cruz Claros|NaN|Colombiana|Femenino
1449|748285||AUGUSTO VELASQUEZ FORERO|NaN|Colombiana|Masculino
1450|1542330||Edivar Mosquera Caicedo|NaN|Colombiana|Masculino
1451|896314|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Edward Javier Ordoñez --|NaN|Colombiana|Masculino
1452|694061||Gustavo Zorrilla Velásquez|NaN|Colombiana|Masculino
1453|1412059||Jenny Esperanza Torres Martínez|NaN|Colombiana|Femenino
1454|128629||JILVER YESID BENAVIDES MELENJE|NaN|Colombiana|Masculino
1455|470651||Jorge William Ordóñez Fernández|NaN|Colombiana|Masculino
1456|113318||Jose Danilo Cabrera Rosero|NaN|Colombiana|Masculino
1457|156387||JUAN DAVID ILLERA CAJIAO|NaN|Colombiana|Masculino
1458|792276||Juan Diego Castrillón Orrego|NaN|Colombiana|Masculino
1459|1590105||Julian Andres Valdes Mosquera|NaN|Colombiana|Masculino
1460|88371||Lizeth Juliana García Atra|NaN|Colombiana|Femenino
1461|1399733||Luis Eduardo Primero Rivas|NaN|Mexicana|Masculino
1462|878804||Luis Guillermo SERRANO ESCOBAR|NaN|Colombiana|Masculino
1463|148597||Maria Camila Alzate Castrillón|NaN|Colombiana|Femenino
1464|1613170||Maria Fernada Rincon Giraldo|NaN|Colombiana|Femenino
1465|111187||Mariana Estefania Torres Nieto|NaN|Colombiana|Femenino
1466|108034||mauren karine castillo serna|NaN|Colombiana|Femenino
1467|1410743||PAOLA GUERRERO DELGADO|NaN|Colombiana|Femenino
1468|127849||rodrigo corpus soscue|NaN|Colombiana|Masculino
1469|95775||VÍCTOR ESTEBAN PEÑA TOVAR|NaN|Colombiana|Masculino
1470|1489211||VICTOR HUGO LOPEZ ZEMANATE|NaN|Colombiana|Masculino
1471|1565788||William Andrés Ordóñez Bastidas|NaN|Colombiana|Masculino
1472|141774||WILLIAM OROZCO ERAZO|NaN|Colombiana|Masculino
1473|1448280|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Rosana Perez Mera|NaN|Colombiana|Femenino
1474|273376|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Hector Jairo Martínez Romero|NaN|Colombiana|Masculino
1475|1490225||Ana Milena Plaza BUITRAGO|NaN|Colombiana|
1476|1389848||Carlos Andres Arias Torres|NaN|Colombiana|Masculino
1477|1424532||Christian Camilo Gomez Mosquera|NaN|Colombiana|Masculino
1478|1022024||Eduard Mauricio Macías Caicedo|NaN|Colombiana|Masculino
1479|984248||Favián Enrique Arenas Aparicio|NaN|Colombiana|Masculino
1480|1398949||Hevert Vivas|NaN|Colombiana|Masculino
1481|1258168||Tulio Emiro López Erazo|NaN|Colombiana|Masculino
1482|119871||Wilmer Sanchez Grueso|NaN|Colombiana|Masculino
1483|93076|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Juan Carlos Casas Zapata|NaN|Colombiana|Masculino
1484|1437368||Aida Cristina Méndez López|NaN|Colombiana|Femenino
1485|1491477||Andrea Stefania Salazar QUICENO|NaN|Colombiana|Femenino
1486|55985||Ángela Sofía Gómez López|NaN|Colombiana|Femenino
1487|1573872||Carolina Fernández Tulande|NaN|Colombiana|Femenino
1488|1246984||César Fernández Morantes|NaN|Colombiana|Masculino
1489|1557850||Claudia Liliana Quiroz Vela|NaN|Colombiana|Femenino
1490|37928||Claudia Vanesa Solarte Villamarin|NaN|Colombiana|Femenino
1491|1558642||Cristian David Muñoz Paz|NaN|Colombiana|Masculino
1492|1844188||Damián José Gabriel Marino|NaN|Extranjero - otra|Masculino
1493|153957||Daniel Alejandro Hoyos Lopez|NaN|Colombiana|Masculino
1494|58508||Diana Carolina Caicedo Ruiz|NaN|Colombiana|Femenino
1495|1461678||DIANA CAROLINA GUZMAN ORTIZ|NaN|Colombiana|Femenino
1496|1589318||Diego Alejandro Florez Guerrero|NaN|Colombiana|Masculino
1497|1481292||DORA MARCELA BENITEZ RAMIREZ|NaN|Colombiana|Femenino
1498|406368||Edna Rocio Cabrera Martinez|NaN|Colombiana|Femenino
1499|695211||Edwin Rengifo Canizales|NaN|Colombiana|Masculino
1500|1488592|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Efren Venancio Ramos Cabrera|NaN|Colombiana|Masculino
1501|1572306||FABIÁN ALBERTO RUIZ GUZMÁN|NaN|Colombiana|Masculino
1502|1574214||GENNY LIZZETH PAZ MOTTA|NaN|Colombiana|Femenino
1503|1082124||Jaime RESTREPO GIRALDO|NaN|Colombiana|Masculino
1504|1539793||JESÚS DAVID HURTADO VALENCIA|NaN|Colombiana|Masculino
1505|1575459||José Fernando Ordoñez|NaN|Colombiana|Masculino
1506|1583479||Juan Jose Rivera Rengifo|NaN|Colombiana|Masculino
1507|91444||Juan Pablo Catamuscay Salazar|NaN|Colombiana|Masculino
1508|1502327||Juan Pablo Serna López|NaN|Colombiana|Masculino
1509|1953913||Karolina Maca Muñoz|NaN|Colombiana|Femenino
1510|1572686||Laura Isabel Delgado Calvache|NaN|Colombiana|Femenino
1511|473898||Laura Victoria Mamián López|NaN|Colombiana|Femenino
1512|1472310||Lina Vanesa Garcia Peña|NaN|Colombiana|Femenino
1513|1583473||Maira Liseth Charry Bocanegra|NaN|Colombiana|Femenino
1514|1600308||Mauricio Hernán Aguirre Gómez|NaN|Colombiana|
1515|1382366||Mayra Andrea Zamora Moreno|NaN|Colombiana|Femenino
1516|1437370||Nasly Yanid Delgado Espinosa|NaN|Colombiana|Femenino
1517|835994|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Nazly Efredis Sanchez Peña|NaN|Colombiana|Femenino
1518|1344031|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Nixon Alexander Correa Muñoz|NaN|Colombiana|
1519|1712994||Paola Andrea Rivera Chantre|NaN|Colombiana|Femenino
1520|37929||Paola Andrea Urrea Ordoñez|NaN|Colombiana|Femenino
1521|1437776||Ricardo Andres Rosero Garces|NaN|Colombiana|Masculino
1522|1441853||Roberto Briones Gallardo|NaN|Mexicana|Masculino
1523|1314||Sandra Viviana Bolaños Benítez|NaN|Colombiana|Femenino
1524|1405361||Tatiana Andrea Davila MARTINEZ|NaN|Colombiana|Femenino
1525|693766||Tomás Ramón Florville Alejandre|NaN|Mexicana|
1526|889237||WILSON ANDRES BETANCOURT VILLALOBOS|NaN|Colombiana|Masculino
1527|1618529||Yessica Viviana Muñoz Bolaños|NaN|Colombiana|Femenino
1528|1571946||yina fernanda jimenez ceron|NaN|Colombiana|Femenino
1529|153623||Yury Lizeth Bermeo González|NaN|Colombiana|Femenino
1530|1459435|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Zuly Yuliana Delgado ESPINOSA|NaN|Colombiana|Femenino
1531|12173||José Antonio Gallo Corredor|NaN|Colombiana|Masculino
1532|168084|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Rodrigo Andrés Sarria Villa|NaN|Colombiana|Masculino
1533|636460||Alexander Erazo Velásquez|NaN|Colombiana|Masculino
1534|340600||ALFARO TANDIOY FERNANDEZ|NaN|Colombiana|Masculino
1535|38024||Ana Maria Zuluaga Hurtado|NaN|Colombiana|Femenino
1536|76988|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Edier Humberto Pérez|NaN|Colombiana|Masculino
1537|1769954||FANNY YANETH ALEGRIA LOPEZ|NaN|Colombiana|Femenino
1538|260398|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|FERNANDO HERNANDEZ BLANCO|NaN|Colombiana|Masculino
1539|1412764||FRANKLY JAVIER URBANO CERON|NaN|Colombiana|Masculino
1540|1611117||Hernán Darío Domínguez Montero|NaN|Colombiana|Masculino
1541|1893551||Isabel Cristina Sanchez Pedraza|NaN|Colombiana|Femenino
1542|370851||JOHN CARLOS PALTA ANGULO|NaN|Colombiana|Masculino
1543|1113399||Juan Pablo Delgado Ledezma|NaN|Colombiana|Masculino
1544|12157||Julie Alexandra Quintero González|NaN|Colombiana|Femenino
1545|1390090||LEIDY ROCIO NIÑO CAMACHO|NaN|Colombiana|Femenino
1546|1349164||Liliana Andrea Santacruz Cifuentes|NaN|Colombiana|Femenino
1547|525960||Monica Benicia Mamián López|NaN|Colombiana|Femenino
1548|1553097||Norma Katherine Alegria Cordoba|NaN|Colombiana|Femenino
1549|208841||René Zúñiga Rengifo|NaN|Colombiana|Masculino
1550|96109||Santiago Eduardo Pabón Guerrero|NaN|Colombiana|Masculino
1551|1012436||Yeimmy Yohanna Tobar Salazar|NaN|Colombiana|Femenino
1552|38367||yesid hernando samboni vidal|NaN|Colombiana|Masculino
1553|916749||Jorge Aníbal Coral Guerrón|NaN|Colombiana|Masculino
1554|912123||Adriana Valera de la Providenc|NaN|Cubana|Femenino
1555|932086||Alejandro Anaya Gutiérrez|NaN|Colombiana|Masculino
1556|1587787||ANDRES FERNANDO OTERO PATIÑO|NaN|Colombiana|Masculino
1557|935255||Andrés Ramírez Villarraga|NaN|Colombiana|Masculino
1558|1680873||Carlos Andrés Marcillo Quiroz|NaN|Colombiana|Masculino
1559|1476139||Carlos Hugo Ayala|NaN|Colombiana|Masculino
1560|916803||Carlos René Ordóñez Mora|NaN|Colombiana|Masculino
1561|933201||Fabián ORTIZ|NaN|Colombiana|Masculino
1562|1363439||FERNEY OSWALDO LUCERO CALVACHI|NaN|Colombiana|Masculino
1563|1536744||German Aguirre Ordoñez|NaN|Colombiana|
1564|1047698|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Hector Javier Tascón Hernandez|NaN|Colombiana|Masculino
1565|879495||Jesùs Edgardo Martìnez|NaN|Colombiana|Masculino
1566|1509041|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|JUAN CARLOS GOMEZ ALVAREZ|NaN|Colombiana|Masculino
1567|1586710||Juan Reinaldo Coronado Artunduaga|NaN|Colombiana|Masculino
1568|152700||Lina Maria Ospina Garcia|NaN|Colombiana|Femenino
1569|1708712||Lisandra Moreno Quintana|NaN|Cubana|Femenino
1570|934291||Luis Carlos Erazo Gomez|NaN|Colombiana|Masculino
1571|94895||Magliony Márquez Márquez|NaN|Colombiana|Masculino
1572|1469830||Marcela Bastidas Forero forero|NaN|Colombiana|Femenino
1573|123883||María Andrea Cerón Ramírez|NaN|Colombiana|Femenino
1574|933104||María Elena Anchico Solís|NaN|Colombiana|Femenino
1575|932710||María José Mosquera Iglesias|NaN|Colombiana|Femenino
1576|896012||Marta OCHOA CADAVID|NaN|Colombiana|Femenino
1577|934682||Martha Cecilia Luna Paredes|NaN|Colombiana|Femenino
1578|912050||Mauricio Esteban Arcos Rodriguez|NaN|Colombiana|Masculino
1579|289230||Rosa Patricia Quintero Barrera|NaN|Colombiana|Femenino
1580|1517022||Sergio Andres Murillo Jerez|NaN|Colombiana|Masculino
1581|322741|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Luis Reinel Vásquez Arteaga|NaN|Colombiana|Masculino
1582|335592||Fabiola Eugenia Gonzalez Cuellar|NaN|Colombiana|Femenino
1583|1632192||Angela Patricia Medina Ortega|NaN|Colombiana|Femenino
1584|867292||Augusto Muñoz Caicedo|NaN|Colombiana|Masculino
1585|986976||Carlos Alberto Navia Amezquita|NaN|Colombiana|Masculino
1586|1632197||David López Valencia|NaN|Colombiana|Masculino
1587|1296280||Diana Lucia NIETO SANCHEZ|NaN|Colombiana|Femenino
1588|1329022||Diana SAMPER SIERRA|NaN|Colombiana|Femenino
1589|694061||Gustavo Zorrilla Velásquez|NaN|Colombiana|Masculino
1590|1441361||Julieta betzabet Montero Carvajal|NaN|Colombiana|Femenino
1591|526746||Lina Mabel Bonilla Hernández|NaN|Colombiana|Femenino
1592|1528259||LINA MARIA MUÑOZ CARDENAS|NaN|Colombiana|Femenino
1593|1369514||Natalia Gómez Bonilla|NaN|Colombiana|Femenino
1594|1482679||Nelson Fernando Sotelo Muñoz|NaN|Colombiana|Masculino
