idcvlac,autores,nombre,tipo,verificado,lugar,fecha,editorial,isbn,volumen,paginas,palabras,areas,sectores
0001134213,IVANIA LUCIA CAICEDO BACCA,Filosofía Antigua para Jóvenes,Libro resultado de investigación,False,Colombia,2017,Sello UNAD,978-958-651-617-4,,,No Aplica,No Aplica,No Aplica
0001307924,JOHN FREDY VELEZ DIAZ,Argumentación y desarrollo del Pensamiento Crítico en Entornos Virtuales de Aprendizaje,Libro resultado de investigación,True,Colombia,2018,Sello Editorial UNAD,978-958-651-621-1,,,No Aplica,No Aplica,No Aplica
0001441497,JOSE ANTONIO ORTEGA CARRILLO,Las Instituciones Educativas Ante Los Retos Tecnológicos Y Solidarios De La Sociedad Del Conocimiento,Libro resultado de investigación,False,España,2012,Grupo Editorial Universitario,978-84-9915-841-9,,,No Aplica,No Aplica,No Aplica
0001441497,JOSE ANTONIO ORTEGA CARRILLO,La educación a distancia en entornos virtuales hoy,Libro resultado de investigación,False,España,2013,Grupo Editorial Universitario,978-84-15953-62-3,,,No Aplica,No Aplica,No Aplica
0001441497,JOSE ANTONIO ORTEGA CARRILLO,"""SIGNOBULARIO"" DIGITAL PARA EL APRENDIZAJE DE LA LENGUA DE SIGNOS ESPAÑOLA",Libro resultado de investigación,False,España,2014,Grupo Editorial Universitario,978-84-697-1864-3,,,No Aplica,No Aplica,No Aplica
0001343081,LYDA MAGALY SILVA CALPA,Diagnóstico de conflictos étnicos socioambientales en la frontera colombo ecuatoriana - Coinvestigadora,Libro resultado de investigación,False,Colombia,2022,Sello Editorial UNAD,978-958-651-829-1,,,No Aplica,Ciencias Sociales;Geografía Social y Económica;Ciencias Ambientales (Aspectos Sociales),No Aplica
0000114733,"PAULA ANDREA MORA PEDREROS, MANUEL JOSE SANTIAGO PAJAJOYO",Palabra y Letra del pueblo Awá: Hermenéuticas indígenas mapeadas por software Dígalo,Libro resultado de investigación,True,España,2016,Editorial Académica Española,978-3-639-78162-5,,,Software Dígalo;Lenguaje;Etnoliteratura,Humanidades;Idiomas y Literatura;Estudios Literarios,No Aplica
0001215221,MARTHA VIVIANA VARGAS GALINDO,Ironia,Otro libro publicado,False,Colombia,2010,Impulso gráfico,978-958-44-7693-7,1,100,No Aplica,No Aplica,No Aplica
0000017144,NORMA CONSTANZA BARRIOS MOSQUERA,REENCANTANDO LA EDUCACIÓN EN COLOMBIA: SISTEMATIZACIÓN DE EXPERIENCIAS DEL CURSO ECDF-UNAD,Libro resultado de investigación,False,Colombia,2019,Sello Editorial UNAD,978-958-651-661-7,,,No Aplica,No Aplica,No Aplica
0000397334,"PAOLA RUIZ, ORLANDO GONZALEZ BONILLA, JORGE DANIEL GIRALDO",El Trading Independiente,Libro resultado de investigación,False,Colombia,2007,Universidad Santo Tomas,958-977-756-2,300,378,mercado de capitales;Bolsa de Valores,Ciencias Sociales;Economía y Negocios;Economía,"Administración pública, defensa y seguridad social"
0000397334,ORLANDO GONZALEZ BONILLA,Texto De Matematica Financiera,Otro libro publicado,False,Colombia,2006,Sistemas y Computadores,84-7288-166-0,200,400,INTERES;ANUALIDADES;VALOR PRESENTE;VALOR FUTURO;GRADIENTES;ANALISIS DE SENSIBILIDAD,Ciencias Sociales;Economía y Negocios;Economía,Educación
0000397334,"ORLANDO GONZALEZ BONILLA, CARMEN ELISA THERAN BARAJAS, JOSE MARIA GONZALEZ AFANADOR",Concepto Políticas e Índice de Exclusión Social en Vivienda para el Área Metropolitana De Bucaramanga,Libro resultado de investigación,False,Colombia,2008,usta,958-98303-7-4,200,115,EXCLUSIÓN SOCIAL EN VIVIENDA;CONCEPTO;POLÍTICAS E ÍNDICE DE EXCLUSIÓN SOCIAL,Ciencias Sociales;Economía y Negocios;Economía,"Educación, Actividades de asesoramiento y consultoría a las empresas"
0000397334,ORLANDO GONZALEZ BONILLA,Texto De Matematica Financiera,Otro libro publicado,False,Colombia,2006,Sistemas y Computadores,84-7288-166-0,200,400,INTERES;ANUALIDADES;ANALISIS DE SENSIBILIDAD;VALOR FUTURO;GRADIENTES;VALOR PRESENTE,Ciencias Sociales;Economía y Negocios;Economía,Educación
0000397334,ORLANDO GONZALEZ BONILLA,Cuentas Económicas de Santander 2005,Libro resultado de investigación,False,Colombia,2009,Sic Editorial Ltda,978-958-708-392-7,0,209,No Aplica,No Aplica,No Aplica
0001354803,ROMAN SANTIAGO ARTUNDUAGA NARVAEZ,MISION LECTORA,Otro libro publicado,False,Colombia,2009,Educar Editores S.A. (Bogotá),978-958-05-1208-0,1,160,No Aplica,No Aplica,No Aplica
0001354803,ROMAN SANTIAGO ARTUNDUAGA NARVAEZ,Apesar Del Pasado: Apuntes Para Una Crítica Del Discursos Histórico Latinoamericano,Libro resultado de investigación,False,Colombia,2012,"Departamento de Comunicaciones, Mercadeo y Publicaciones Universidad la Gran Colombia",978-958-8799-06-3,,,Filosofía de la Historia ;Filosofía latinoamericana ,Humanidades;Otras Humanidades;Filosofía,No Aplica
0001477488,"EDWARD JAVIER ORDONEZ, ALEXANDER LUNA NIETO",Antología del Pensamiento Social en Colombia (Impreso),Libro resultado de investigación,True,Colombia,2018,EDITORIAL USC,978-958-8920-80-1,,,No Aplica,"Humanidades;Otras Humanidades;Filosofía, Ciencias Sociales;Sociología;Trabajo Social, Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria, Humanidades;Historia y Arqueología;Historia",No Aplica
0001477488,"EDWARD JAVIER ORDONEZ, ALEXANDER LUNA NIETO",Antología del Pensamiento Social en Colombia (Virtual),Libro resultado de investigación,True,Colombia,2018,EDITORIAL USC,978-958-8920-81-8,,,Alteridad;Condición Humana;Derechos Humanos;DESARROLLO;Ser;Vida Humana,Humanidades;Otras Humanidades;Filosofía,No Aplica
0001477488,ALEXANDER LUNA NIETO,HEIDEGGER Y LA HISTORIA,Libro resultado de investigación,True,Alemania,2016,PUBLICIA,978-3-8416-8174-4,,,Historia;Tiempo,Humanidades;Otras Humanidades;Filosofía,No Aplica
0000896314,EDWARD JAVIER ORDONEZ,"justicia, filosofía y multiculturalismo: un análisis desde la perspectiva de Luis Villoro.",Libro resultado de investigación,True,Colombia,2014,Editorial Unicauca,978-958-732-158-6,,,No Aplica,No Aplica,No Aplica
0000896314,EDWARD JAVIER ORDONEZ,"Experiencias Significativas en la Psicología de Hoy. Clínica, Educación y Ciudad.",Libro resultado de investigación,True,Colombia,2018,EDITORIAL USC,978-958-5522-33-6,,,No Aplica,No Aplica,No Aplica
0000896314,EDWARD JAVIER ORDONEZ,"e-Experiencias Significativas en la Psicología de Hoy. Clínica, Educación y Ciudad",Libro resultado de investigación,True,Colombia,2018,EDITORIAL USC,978-958-5522-34-3,,,No Aplica,No Aplica,No Aplica
0000896314,"EDWARD JAVIER ORDONEZ, ALEXANDER LUNA NIETO, LUIS CARLOS GRANJA ESCOBAR",Antología del pensamiento social en Colombia,Libro resultado de investigación,True,Colombia,2018,EDITORIAL USC,978-958-5522-58-9,,,No Aplica,No Aplica,No Aplica
0000896314,EDWARD JAVIER ORDONEZ,e-Antología del pensamiento social en Colombia,Libro resultado de investigación,True,Colombia,2018,EDITORIAL USC,978-958-5522-59-6,,,No Aplica,No Aplica,No Aplica
0000896314,"LUCELY OBANDO CABEZAS, EDWARD JAVIER ORDONEZ",Reflexiones y experiencias de la psicología en contextos de asistencia médica. Un análisis desde la psicología social de la salud,Libro resultado de investigación,True,Colombia,2020,EDITORIAL USC,978-958-5522-81-7,,,No Aplica,No Aplica,No Aplica
0000896314,"LUCELY OBANDO CABEZAS, EDWARD JAVIER ORDONEZ",e-Reflexiones y experiencias de la psicología en contextos de asistencia médica. Un análisis desde la psicología social de la salud,Libro resultado de investigación,True,Colombia,2020,EDITORIAL USC,978-958-5522-82-4,,,No Aplica,No Aplica,No Aplica
0000896314,"ROSA DEL PILAR COGUA ROMERO, EDWARD JAVIER ORDONEZ",visiones diversas sobre el conocimiento. tomo I,Libro resultado de investigación,True,Colombia,2018,EDITORIAL USC,9789585522527,,,No Aplica,No Aplica,No Aplica
0000896314,"ROSA DEL PILAR COGUA ROMERO, EDWARD JAVIER ORDONEZ","e-visiones diversas sobre el conocimiento, tomo I",Libro resultado de investigación,False,Colombia,2018,EDITORIAL USC,9789585525534,,,No Aplica,No Aplica,No Aplica
0000896314,"ROSA DEL PILAR COGUA ROMERO, EDWARD JAVIER ORDONEZ",visiones diversas sobre el conocimiento. tomo II,Libro resultado de investigación,True,Colombia,2018,EDITORIAL USC,9789585522565,,,No Aplica,No Aplica,No Aplica
0000896314,"ROSA DEL PILAR COGUA ROMERO, EDWARD JAVIER ORDONEZ",e-visiones diversas sobre el conocimiento. tomo II,Libro resultado de investigación,True,Colombia,2018,EDITORIAL USC,9789585522572,,,No Aplica,No Aplica,No Aplica
0000896314,"KAROL SUSANA VELASCO VARGAS, EDWARD JAVIER ORDONEZ",Salud y educación: horizontes y retos investigativos contemporáneos,Libro resultado de investigación,True,Colombia,2020,EDITORIAL USC,978-958-5147-22-5,,,No Aplica,Ciencias Médicas y de la Salud;Otras Ciencias Médicas;Otras Ciencias Médicas,No Aplica
0000896314,EDWARD JAVIER ORDONEZ,Construcción de Paz y Convivencia: Investigaciones y reflexiones desde la psicología,Libro resultado de investigación,True,Colombia,2020,EDITORIAL USC,9789585147669,,,No Aplica,Ciencias Sociales;Psicología;Psicología (Incluye Relaciones Hombre-Máquina),No Aplica
0000896314,"MAURICIO HERNAN JIMENEZ FLOREZ, EDWARD JAVIER ORDONEZ",Construcción de Paz y Convivencia: Investigaciones y reflexiones desde la psicología,Libro resultado de investigación,True,Colombia,2021,EDITORIAL USC,978-958-5147-67-6,,,No Aplica,Ciencias Sociales;Psicología;Psicología (Incluye Relaciones Hombre-Máquina),No Aplica
0000896314,"EDWARD JAVIER ORDONEZ, CAMILIA GOMEZ COTTA, JOHN ALEXIS RENGIFO CARPINTERO, LORENA CALAPSU CASTILLO",Hacia una nueva metodologia del ser,Libro resultado de investigación,True,Colombia,2016,Usc Universidad Santiago De Cali Editorial,978-958-8920-17-7,,,comunicación social;investigación;Filosofía,Humanidades;Otras Humanidades;Filosofía,No Aplica
0000896314,EDWARD JAVIER ORDONEZ,filosofía política contemporanea desde el paradigma de la complejidad,Libro resultado de investigación,False,Colombia,2022,EDITORIAL USC,978-628-7529-20-5,,,No Aplica,Ciencias Sociales;Derecho;Derecho ,No Aplica
0000896314,"EDWARD JAVIER ORDONEZ, OLGA GRACE BEHAR LEISER",unimedios. manual de estilo,Libro resultado de investigación,False,Colombia,2016,EDITORIAL USC,9789588920344,,,comunicación social;periodismo;radio;investigación,Ciencias Sociales;Periodismo y Comunicaciones;Medios y Comunicación Social,No Aplica
0000896314,EDWARD JAVIER ORDONEZ,e-unimedios. manual de estilo,Libro resultado de investigación,False,Colombia,2016,EDITORIAL USC,978­958­8920­35­1,,,No Aplica,No Aplica,No Aplica
0001193350,CAROLINA ABADIA ABADIA,"De cómo salvar el alma. Estudio de la religiosidad popular, devocional y testamental en Santiago de Cali, (1700 - 1750). Segunda edición.",Libro resultado de investigación,True,Colombia,2018,Programa Editorial De La Universidad Del Valle,978-958-765-870-5,,,Cali;Cotidianidad religiosa;Historia de la Iglesia;Religiosidad popular;Siglo XVIII,Humanidades;Historia y Arqueología;Historia de Colombia,No Aplica
0001193350,CAROLINA ABADIA ABADIA,"Por una merced en estos reinos. Redes, circulación eclesiástica y negociación política en el obispado de Popayán, 1546-1714",Libro resultado de investigación,False,Colombia,2021,Editorial De La Universidad Del Rosario,978-958-78472-6-0,,,Méritos;Análisis Relacional;Circulación;Historia de la Iglesia;Negociación;Promoción eclesiástica,Humanidades;Historia y Arqueología;Historia de Colombia,No Aplica
0001193350,CAROLINA ABADIA ABADIA,"Por una merced en estos reinos. Redes, circulación eclesiástica y negociación política en el obispado de Popayán, 1546-1714",Libro resultado de investigación,False,Colombia,2021,Editorial De La Universidad Del Rosario,9789587847239,,,Análisis Relacional;Circulación;Historia de la Iglesia;Méritos;Negociación;Servicios,Humanidades;Historia y Arqueología;Historia,No Aplica
0001193350,CAROLINA ABADIA ABADIA,"De cómo salvar el alma. Estudio de la religiosidad testamental, devocional y popular de Santiago de Cali (1700 - 1750)",Libro resultado de investigación,True,Colombia,2014,Programa Editorial Facultad De Humanidades Universidad Del Valle,978-958-765-093-8,,,Cali;Religiosidad popular;Colonia en Colombia,Humanidades;Historia y Arqueología;Historia,No Aplica
0001193350,CAROLINA ABADIA ABADIA,Aproximación histórica a la Diócesis de Cali,Libro resultado de investigación,True,Colombia,2010,Programa Editorial Universidad Del Valle,978-958-670-787-9,200,130,Cali;Historia Institucional;Historia de la Iglesia,Humanidades;Historia y Arqueología;Historia de Colombia,No Aplica
0001193350,"CAROLINA ABADIA ABADIA, ANTONIO JOSE ECHEVERRY PEREZ","Historia de la Iglesia Católica en el Valle del Cauca, 1927 - 1985",Libro resultado de investigación,True,Colombia,2015,Centro Editorial De La Universidad Del Valle,978-958-765-196-6,,,Historia Institucional;Historia de la Iglesia;Religión,Humanidades;Historia y Arqueología;Historia de Colombia,No Aplica
0001110314,"JUAN DIEGO CASTRILLON CORDOVEZ, ALICIA DEL CARMEN TORRES DE BAUTISTA",Impacto en procesos de resocialización con población carcelaria,Libro resultado de investigación,True,Colombia,2017,Universidad Autonoma de Occidente,978-958-8994-47-5,,,Reclusos;Resocialización;Presos,"Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica
0001110314,JUAN DIEGO CASTRILLON CORDOVEZ,Música para la formación ciudadana. La escucha de la música como experiencia transversal,Otro libro publicado,False,Colombia,2019,Programa Editorial Universidad Autónoma de Occidente,978-958-619-015-2,,,Música;Formación ciudadana;Experiencias,"Humanidades;Arte;Música y musicología, Humanidades;Otras Humanidades;Otras Humanidades",No Aplica
0001110314,JUAN DIEGO CASTRILLON CORDOVEZ,Música para la formación ciudadana,Libro resultado de investigación,False,Colombia,2019,Programa Editorial Universidad Autonoma de Occidente,978958-619-015-2,,,Ciudadanía;Formación ciudadana;Música;Aurelio Agustín;De Magistro,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",No Aplica
0000074963,"JUAN ESTEBAN RENGIFO CARVAJAL, AIDA GALVEZ ABADIA, ALEJANDRO JOSE LUNA FALS","Fortalecimiento de la Red de Señoras Cocineras de la Plaza de Mercado del barrio Bolívar, Popayán (Cauca)",Libro resultado de investigación,True,Colombia,2012,Fundación Cultural La Tuátara,978-958-58224-0-5,,,Costumbres de comer. beber,Ciencias Sociales;Otras Ciencias Sociales;Otras Ciencias Sociales,No Aplica
0001266764,WILLIAN FREDY PALTA VELASCO,Compromiso de las Instituciones de Educación Superior en la Consolidación de Sociedades Pacíficas y Democráticas,Libro resultado de investigación,False,Colombia,2020,S.E Unicatólica,978-958-52883-3-1,,,ciudadanía;Equidad;Universidad;Ética,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",No Aplica
0001266764,"WILLIAN FREDY PALTA VELASCO, ADOLFO MURILLO GRANADOS, EDUARDO ZAPATA CASTRO, JOSE MANUEL TORRES VANEGAS, GERALDINE RIVERA CEPEDA, JULIO CESAR RESTREPO RODRIGUEZ",Estudio Ético y Jurídico de las Normas Penales en la Reglamentación de la Dosis Mínima en Colombia,Libro resultado de investigación,False,Colombia,2021,Departamento De Publicaciones Universidad Libre Seccional Cali,978-958-5182-41-7,,,Autonomía;Despenalización;Dosis personal;Ética,Ciencias Sociales;Derecho;Penal,No Aplica
0001266764,"WILLIAN FREDY PALTA VELASCO, ADOLFO MURILLO GRANADOS, EDUARDO ZAPATA CASTRO, JOSE MANUEL TORRES VANEGAS, GERALDINE RIVERA CEPEDA, JULIO CESAR RESTREPO RODRIGUEZ",Estudio Ético y Jurídico de las Normas Penales en la Reglamentación de la Dosis Mínima en Colombia,Libro resultado de investigación,False,No Aplica,2021,Departamento De Publicaciones Universidad Libre Seccional Cali,978-958-5182-42-4,,,Autonomía;Antijuricidad;ciudadanía;Dosis personal;Ética,Ciencias Sociales;Derecho;Penal,No Aplica
0000871834,LUIS ANTONIO CORDOBA GOMEZ,Municipio colombiano y clientelizaciòn polìtica local: apuntes para un balance,Otro libro publicado,False,Colombia,2000,Asociaciòn para el Desarrollo Popular de Cali,770-7225-06-4499,1,84,No Aplica,No Aplica,No Aplica
0001506307,RAMSES LOPEZ SANTAMARIA,Filosofía republicana e interpretación constitucional,Libro resultado de investigación,True,Colombia,2013,Sello Editorial Uniautónoma del Cauca,978-958-8614-16-8,,,No Aplica,Ciencias Sociales;Derecho;Derecho ,No Aplica
0001506307,"RAMSES LOPEZ SANTAMARIA, ANGELICA MARIA ANICHIARICO GONZALEZ, RICARDO TAPIA VEGA",La Construcción de la Paz,Libro resultado de investigación,True,Colombia,2020,Sello Editorial Uniautónoma del Cauca,978-958-8614-43-4,,,No Aplica,Ciencias Sociales;Derecho;Derecho ,No Aplica
0001506307,"ANGELICA MARIA ANICHIARICO GONZALEZ, RAMSES LOPEZ SANTAMARIA",La construcción de la paz,Libro resultado de investigación,True,México,2020,Universidad Autónoma del Estado de Morelos,978-607-8784-07-3,,,No Aplica,Ciencias Sociales;Derecho;Derecho ,No Aplica
0001506307,RAMSES LOPEZ SANTAMARIA,"La investigación jurídica en perspectiva multidisciplinar. Aportes para la comprensión de realidades sociales, políticas y jurídicas",Libro resultado de investigación,False,Colombia,2021,Corporación Universitaria Autónoma del Cauca,978-958-8614-58-8,,,No Aplica,Ciencias Sociales;Derecho;Derecho ,No Aplica
0001506307,RAMSES LOPEZ SANTAMARIA,Mundo y obra en Otto Morales Benítez,Libro resultado de investigación,False,Colombia,2022,Sello editorial Corporación Universitaria Autónoma del Cauca,978-958-8614-68-7,,,No Aplica,Ciencias Sociales;Otras Ciencias Sociales;Otras Ciencias Sociales,No Aplica
0000003170,ANGELICA MARIA ANICHIARICO GONZALEZ,La construcción de paz,Libro resultado de investigación,True,Colombia,2020,Corporación Universitaria Autónoma del Cauca,9789588614434,,,No Aplica,No Aplica,No Aplica
0000003170,ANGELICA MARIA ANICHIARICO GONZALEZ,La construcción de la paz,Libro resultado de investigación,False,México,2020,Universidad Autónoma del Estado de Morelos,978-607-8784-07-3,,,No Aplica,Ciencias Sociales;Derecho;Derecho ,No Aplica
0000003170,ANGELICA MARIA ANICHIARICO GONZALEZ,Debates Contemporáneos del Derecho. Una mirada de investigación sociojurídica en la Uniautónoma del Cauca,Libro resultado de investigación,False,Colombia,2021,Sello Editorial Uniautónoma del Cauca,978-958-8614-47-2,,,No Aplica,Ciencias Sociales;Derecho;Derecho ,No Aplica
0000003170,ANGELICA MARIA ANICHIARICO GONZALEZ,Una visión multidisciplinar a debates contemporáneos en Ciencias Sociales,Libro resultado de investigación,False,Colombia,2022,Sello Editorial Uniautónoma del Cauca,978-958-8614-70-0,,,No Aplica,Ciencias Sociales;Derecho;Derecho ,No Aplica
0000003170,ANGELICA MARIA ANICHIARICO GONZALEZ,"La investigación jurídica en perspectiva multidisciplinar: Aportes para la comprensión de Realidades Sociales, Políticas y Jurídicas",Libro resultado de investigación,False,Colombia,2021,Sello Editorial Uniautónoma del Cauca,978-958-8614-59-5,,,No Aplica,Ciencias Sociales;Derecho;Derecho ,No Aplica
0001253964,"ELIZABETH TORO CHALA, SAUL JESUS PULIDO, MARTHA ACOSTA RANGEL",Didácticas para formar emprendedores,Libro resultado de investigación,True,Colombia,2017,Universidad del Cauca,978-958-732-264-4,,,Didácticas;Educación ambiental;Emprendimien,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",No Aplica
0001522071,GEHOVELL JULIANA VIDAL PINILLA,Análisis de los factores de éxito y fracaso en la cadena productiva de la quinua en el Cauca,Libro resultado de investigación,True,Colombia,2020,Sello editorial Uniautonóma 2020,978-958-8614-41-0,,,quinua,No Aplica,No Aplica
0000004900,INGRID SELENE TORRES ROJAS,El TDAH En un mundo de superpoderes. Centro de Investigación y Desarrollo Ecuador,Libro resultado de investigación,False,Ecuador,2023,CIDE Editorial - Ecuador,978-9942-616-30-2,,,Educación inclusiva;Primera infancia ;Educación;Psicología,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",No Aplica
0000004900,INGRID SELENE TORRES ROJAS,Mi bello ángel que cayó del cielo. La vida más allá del diagnóstico.,Libro resultado de investigación,False,Ecuador,2023,CIDE Editorial - Ecuador,978-9942-616-28-9,,,No Aplica,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",No Aplica
0000157117,"ANA CALIXTA REYES ANGARITA, IVONNE PAMELA HERNANDEZ VILLAMIZAR",Una batalla en el silencio,Libro resultado de investigación,True,Colombia,2019,Ediciones Jurídicas Gustavo Ibáñez (Bogotá),978-958-791-051-3,,,No Aplica,Ciencias Sociales;Derecho;Derecho ,No Aplica
0001675887,JHON ALEXANDER SOLANO GARCIA,"La Construcción de la Identidad al interior de la familia asistida: pugnas históricas, sociales y jurídicas colombianas",Libro resultado de investigación,False,Colombia,2021,Sello Editorial Uniautónoma del Cauca,978-958-8614-48-9,,,No Aplica,Ciencias Sociales;Derecho;Derecho ,No Aplica
0001675887,"JHON ALEXANDER SOLANO GARCIA, JUAN CARLOS QUINTERO CALVACHE, MANUEL SANTIAGO PADILLA CARVAJAL","Segunda Edición. La Construcción de la Identidad al interior de la familia asistida: pugnas históricas, sociales y jurídicas colombianas",Libro resultado de investigación,False,Colombia,2022,Sello Editorial Uniautónoma del Cauca,9789588614649,,,No Aplica,Ciencias Sociales;Derecho;Derecho ,No Aplica
0000980200,JUAN PABLO STERLING CASAS,"Legitimidad, Validez Y Eficacia En La Argumentación Jurídica",Otro libro publicado,False,España,2013,EDITORIAL ACADEMICA ESPAÑOLA,978-3-659-06660-3,0,88,No Aplica,No Aplica,No Aplica
0001388929,MARTHA ELENA SEGURA SANDOVAL,Palabra y Letra del Pueblo Awá,Libro resultado de investigación,True,Colombia,2016,Uniautonoma,978-3-639-78162-5,,,No Aplica,No Aplica,No Aplica
0001492233,SEBASTIAN TORO VELEZ,Estructuras: Visualizacion del Proceso,Libro resultado de investigación,True,Colombia,2016,Terciarios Capuchinos,978-958-59664-0-6,,,No Aplica,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",No Aplica
0001492233,SEBASTIAN TORO VELEZ,Momento de Intervención Pedagógica,Libro resultado de investigación,True,Colombia,2016,Terciarios Capuchinos,978-958-59664-1-3,,,No Aplica,No Aplica,No Aplica
0001492233,SEBASTIAN TORO VELEZ,"Prácticas Amigonianas, Sistematizaciòn de experiencias",Libro resultado de investigación,True,Colombia,2014,Terciarios Capuchinos,978-958-59664-2-0,,,No Aplica,No Aplica,No Aplica
0001492233,SEBASTIAN TORO VELEZ,Estrategias Pedagógico Terapéutico,Libro resultado de investigación,True,Colombia,2017,Terciarios Capuchinos,978-958-59664-3-7,,,No Aplica,No Aplica,No Aplica
0001492233,SEBASTIAN TORO VELEZ,Reconocer las diversidades. Prácticas formativas de y no reconocimiento sobre la diversidad,Libro resultado de investigación,False,Colombia,2023,Sello Editorial Unicomfacauca,978-628-95398-3-7,,,No Aplica,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",No Aplica
0001078828,SERGIO ANGEL BAQUERO,"Formas de sobrevivencia en Cuba: ""Resistencias cotidianas"" en La Habana, Matanzas y Sagua La Grande",Libro resultado de investigación,False,Colombia,2020,Fondo De Publicaiones Universidad Sergio Arboleda,978-958-5158-13-9,,,No Aplica,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas,No Aplica
0001078828,SERGIO ANGEL BAQUERO,Los Consejos Comunitarios del Medio Atrato en la vía del posdesarrollo: Hacia un modelo deliberativo de organización de las comunidades negras,Libro resultado de investigación,True,Colombia,2014,Fondo de Publicaciones Universidad Sergio Arboleda,978-958-8745-85-5,,,Consejos Comunitarios;Medio Atrato;Democracia deliberativa;Comunidades negras,No Aplica,No Aplica
0000870994,WILFRED FABIAN RIVERA MARTINEZ,Estudio de barreras a la innovación en Colombia en la región pacífico - Departamento del Chocó,Libro resultado de investigación,True,Colombia,2020,CIMARRON DIGITAL,978-958-49-3873-2,,,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica
0000870994,WILFRED FABIAN RIVERA MARTINEZ,Las industrias 4.0 en el Cauca: un hábitat para el emprendimiento y la innovación,Libro resultado de investigación,False,Colombia,2021,Sello Editorial Uniautónoma del Cauca,9789588614502,,,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica
0000870994,WILFRED FABIAN RIVERA MARTINEZ,Las industrias 4.0 en el Cauca: un hábitat para el emprendimiento y la innovación,Libro resultado de investigación,False,No Aplica,2021,Sello Editorial Uniautónoma del Cauca,9789588614519,,,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica
0001465645,WILLIAM BERNARDO MACIAS OROZCO,Recomendaciones para toma de decisiones en la política pública del Pací¿co,Libro resultado de investigación,False,Colombia,2021,Pontificia Universidad Javeriana Cali,978-958-5177-81-9,,,No Aplica,Ciencias Sociales;Ciencias Políticas;Administración Pública,No Aplica
0001465645,"NANCY LILIANA CHAVEZ PALOMINO, WILLIAM BERNARDO MACIAS OROZCO","Economía Humana: Teoría, herramientas y diálogo de saberes",Libro resultado de investigación,False,Colombia,2021,Editorial de la Corporación Universitaria Autónoma del Cauca,978-958-8614-53-3,,,No Aplica,Ciencias Sociales;Economía y Negocios;Economía,No Aplica
0001465645,WILLIAM BERNARDO MACIAS OROZCO,Crisis sistémica del capitalismo comtemporáneo,Libro resultado de investigación,False,Colombia,2014,EDITOR AUTOR,978-958-46-5132,,,No Aplica,No Aplica,No Aplica
0001465645,WILLIAM BERNARDO MACIAS OROZCO,Tiempos de crisis sistémica: el capitalismo contemporáneo,Libro resultado de investigación,True,Colombia,2018,Editorial Universidad Del Cauca,978-958-732-333-7,,,Economia;Crisis sistémica,Ciencias Sociales;Economía y Negocios;Economía,No Aplica
0001465645,WILLIAM BERNARDO MACIAS OROZCO,Producir cuidando la naturaleza: el marco cognitivo agroambiental del Comité de Integración del Macizo Colombiano,Libro resultado de investigación,False,Colombia,2020,Editorial de la Corporación Universitaria Autónoma del Cauca,978-958-8614,,,Agroecología ;Economía para la vida ;Economía Solidaria ,Ciencias Sociales;Economía y Negocios;Economía,No Aplica
0001015486,"WILLIAM DARIO CHARA ORDONEZ, GILDARDO VANEGAS MUNOZ, JOHN ALEXANDER CASTILLO GARCES","Violencias de género. Magnitudes, intervenciones públicas y otras metodologías para la participación de las mujeres",Libro resultado de investigación,True,Colombia,2020,Corporación Universitaria Autónoma del Cauca,978-958-8614-38-0,,,No Aplica,No Aplica,No Aplica
0000397407,"DANILO CRUZ UZEDA, ELIZABETH RUANO IBARRA","Democratización, inestabilidad y desigualdades en América Latina",Libro resultado de investigación,False,Brasil,2021,Asociación Latinoamericana de Ciencia Política,978-65-87268-01-9,,,No Aplica,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas,No Aplica
0000397407,"ELIZABETH RUANO IBARRA, VIVIANE DE MELO RESENDE",Políticas de Ação Afirmativa no Ensino Superior da América Latina,Libro resultado de investigación,False,Brasil,2023,Pontes editores,978-65-5637-686-8,,,América Latina;Direito à educação ;Educación superior;políticas públicas,Ciencias Sociales;Sociología;Sociología,No Aplica
0001487098,"GUILLERMO JOSE OSPINA LOPEZ, AUGUSTO IBANEZ GUZMAN",el delito fiscal,Libro resultado de investigación,False,Colombia,2004,Ediciones Jurídicas Gustavo Ibañez,958-8192-71-4,,,No Aplica,Ciencias Sociales;Derecho;Penal,No Aplica
