idcvlac,categoria,nombre,nombre_citaciones,nacionalidad,sexo
0001560501,No Aplica,Leslie Mirley Fiesco Rivas,Leslie Mirley Fiesco,Colombiana,Femenino
0002103486,No Aplica,Leydy Daniela Pino Molano,"PINO MOLANO, LEYDY DANIELA",Colombiana,Femenino
0000521671,No Aplica,Luis Alberto Escobar Garzón,"ESCOBAR GARZÓN, LUIS ALBERTO",Colombiana,Masculino
0000277770,No Aplica,Maria Alejandra Collazos Morales,"COLLAZOS, M. M. A",Colombiana,Femenino
0001567875,Investigador Junior ,Maribel Deicy Villota Enriquez,"VILLOTA ENRIQUEZ , MARIBEL DEICY",Colombiana,Femenino
0000907758,No Aplica,Melissa Barney Montoya,"MONTOYA, M. B.",Colombiana,Femenino
0000000973,No Aplica,Myriam Amparo Espinosa Ballén,"ESPINOSA BALLÉN, MYRIAM AMPARO",Colombiana,Femenino
0001422336,No Aplica,Nelsy Catalina Marín Flor,"MARÍN FLOR, NELSY CATALINA",Colombiana,Femenino
0000063117,No Aplica,Nuria Cristina Ortegon Quijano,"ORTEGON QUIJANO, NURIA CRISTINA",Colombiana,Femenino
0001438193,No Aplica,Oscar Eduardo Burbano Zuñiga,Oscar Eduardo Burbano Zuñiga,Colombiana,Masculino
0001762560,No Aplica,Oscar Felipe Orozco Urrea,"OROZCO URREA, OSCAR FELIPE",Colombiana,Masculino
0000130504,No Aplica,Oscar Mauricio Rojas Motta,"ROJAS MOTTA, OSCAR MAURICIO",Colombiana,Masculino
0000660574,Investigador Junior ,Paola Andrea Acosta Nates,"ACOSTA NATES, PAOLA ANDREA",Colombiana,Femenino
0000030192,No Aplica,Pedro León Rivera Wiches,"RIVERA WICHES, PEDRO LEÓN",Colombiana,Masculino
0000882089,No Aplica,Sandra Milena Muñoz Moscoso,"MUÑOZ MOSCOSO, SANDRA MILENA",Colombiana,Femenino
0000035224,No Aplica,SANTIAGO BARONA MUÑOZ,"BARONA MUÑOZ, SANTIAGO",Colombiana,Masculino
0001687920,No Aplica,Sergio Fabian Barrera Muñoz,"BARRERA MUÑOZ, SERGIO FABIAN",Colombiana,Masculino
0001233513,No Aplica,Walter Julian Quinchoa Cajas,"QUINCHOA CAJAS, WALTER JULIAN",Colombiana,Masculino
0001567879,No Aplica,Yesid Llanos Bravo,"LLANOS BRAVO , YESID",Colombiana,Masculino
0001596418,No Aplica,John Madisson Cerón Lasso,"CERON LASSO, JOHN MADISSON",Colombiana,Masculino
0000001907,No Aplica,Mario Javier Bucheli Rosero,"BUCHELI ROSERO, MARIO JAVIER",Colombiana,Masculino
0001375108,No Aplica,ANGELA YOHANA TORRES LOPEZ,"TORRES LOPEZ, ANGELA YOHANA",Colombiana,Femenino
0000668397,No Aplica,Catalina Viveros Palacios,"Viveros, L",Colombiana,Femenino
0001515682,No Aplica,Doris González Fernández,"GONZÁLEZ-FERNÁNDEZ, DORIS",Colombiana,Femenino
0002018714,No Aplica,ELVIA NOELIA MUÑOZ ORDOÑEZ,Noelia Muñoz,Colombiana,Femenino
0000011312,No Aplica,Gloria Ines AVILA GONZALEZ,"AVILA GONZALEZ, GLORIA INES",Colombiana,Femenino
0001376004,No Aplica,herney felipe gutierrez falla,"GUTIERREZ FALLA, HERNEY FELIPE",Colombiana,Masculino
0000850748,Investigador Junior ,Jaime Antonio Alvarez soler,"ALVAREZ SOLER, JAIME ANTONIO",Colombiana,Masculino
0000265276,No Aplica,Jhann ARTURO,"ARTURO , JHANN",Colombiana,Masculino
0000217336,No Aplica,Juan Manuel CORTÉS IRAGORRI,"CORTÉS IRAGORRI, JUAN MANUEL",Colombiana,Masculino
0000011363,No Aplica,Julio César Klinger Hernández,"KLINGER HERNÁNDEZ, JULIO CÉSAR",Colombiana,Masculino
0000161510,No Aplica,Lucy Lorena Bravo Luna,"BRAVO LUNA, LUCY LORENA",Colombiana,Femenino
0001373879,No Aplica,Magnolia Carvajal Fernandez,Carvajal M,Colombiana,Femenino
0001361584,No Aplica,María del Consuelo Gómez de Astaíza,"GÓMEZ DE ASTAÍZA, MARÍA DEL CONSUELO",Colombiana,Femenino
0000011843,No Aplica,María Lilia Díaz Betancourt,"DÍAZ BETANCOURT, MARÍA LILIA",Colombiana,Femenino
0000263362,No Aplica,Maria Nelcy OROZCO GARCIA,"GARCIA, MARIA NELCY OROZCO",Colombiana,Femenino
0000747467,No Aplica,Marta Cecilia Jacome Mejia,"MEJIA, M. C. J.",Colombiana,Femenino
0000011916,No Aplica,Myriam BRAVO CORREA,"BRAVO CORREA, MYRIAM",Colombiana,Femenino
0000752908,No Aplica,Nancy Dora Marín Agudelo,"MARÍN AGUDELO, NANCY DORA",Colombiana,Femenino
0000044601,No Aplica,Sara Lucía Mosquera Monje,"MOSQUERA MONJE, SARA LUCÍA",Colombiana,Femenino
0000489026,No Aplica,Sofia Isabel FREYRE BERNAL,"FREYRE BERNAL, SOFIA ISABEL",Colombiana,Femenino
0000456551,Investigador Junior ,Victoria Eugenia Niño Castaño,"NIÑO CASTAÑO, VICTORIA EUGENIA",Colombiana,Femenino
0000348570,No Aplica,Alberto De Jesús González Ramírez,"GONZÁLEZ RAMÍREZ, ALBERTO DE JESÚS",Colombiana,Masculino
0001601713,No Aplica,Alejandro Romero Campos,"ROMERO CAMPOS, ALEJANDRO",Colombiana,Masculino
0000039177,No Aplica,Ana María Orozco Alvarez,"OROZCO ALVAREZ, ANA MARÍA",Colombiana,Femenino
0001689744,No Aplica,Ana María Rivera Martínez,"Rivera Martínez, Ana María",Colombiana,Femenino
0000007577,No Aplica,Ana Maritza Sotelo Muñoz,"SOTELO MUÑOZ, ANA MARITZA",Colombiana,Femenino
0001479479,No Aplica,ANDRES FERNANDO MAYA SANTACRUZ,Andres Maya Santacruz,Colombiana,Masculino
0000031612,No Aplica,Angelica Stefannia Orozco Pulido,"OROZCO PULIDO, ANGELICA STEFANNIA",Colombiana,Femenino
0000060109,No Aplica,anlly melissa guerrero castillo,"GUERRERO CASTILLO, ANLLY MELISSA",Colombiana,Femenino
0000381233,No Aplica,Beatriz Eugenia Grass Ramírez,"GRASS RAMÍREZ, BEATRIZ EUGENIA",Colombiana,Femenino
0000106753,No Aplica,Carlota Tarazona Lizarraga,"TARAZONA LIZARRAGA, CARLOTA",Extranjero - otra,Femenino
0000346950,No Aplica,Caroll Zuleima Joaqui Trujillo,"JOAQUI TRUJILLO, CAROLL ZULEIMA",Colombiana,Femenino
0000350397,No Aplica,Cecilia Eugenia Velasco Vivas,"VELASCO VIVAS, CECILIA EUGENIA",Colombiana,Femenino
0001424171,No Aplica,Cesar Daniel Eric Samboni Adrada,"SAMBONI ADRADA, CESAR DANIEL ERIC",Colombiana,Masculino
0000165359,No Aplica,Cristian David Tobar Montilla,"TOBAR MONTILLA, CRISTIAN DAVID",Colombiana,Masculino
0000108110,No Aplica,Daniel Leonardo Hoyos Bernal,"HOYOS BERNAL, DANIEL LEONARDO",Colombiana,Masculino
0000105395,No Aplica,DIANA CAROLINA SOLARTE MILA,"SOLARTE MILA, DIANA CAROLINA",Colombiana,Femenino
0000036639,No Aplica,Diana Catalina Rúa Gómez,"RÚA GÓMEZ, DIANA CATALINA",Colombiana,Femenino
0000106735,No Aplica,DIANA CONSUELO GOMEZ MUÑOZ,"GOMEZ MUÑOZ, DIANA CONSUELO",Colombiana,Femenino
0000031835,No Aplica,Diana Marcela Samboní Rosero,"SAMBONÍ ROSERO, DIANA MARCELA",Colombiana,Femenino
0001436197,No Aplica,Diego Felipe Sánchez Gómez,"SÁNCHEZ GÓMEZ, DIEGO FELIPE",Colombiana,Masculino
0000074838,No Aplica,DIEGO RIVERA VASQUEZ,"RIVERA VASQUEZ, DIEGO FERNANDO",Colombiana,Masculino
0000031614,No Aplica,EDGAR CAMILO PEDRAZA ALARCÓN,"PEDRAZA ALARCÓN, EDGAR CAMILO",Colombiana,Masculino
0001550910,No Aplica,Gabriel Eduardo Rengifo Rios,"RENGIFO RIOS, GABRIEL EDUARDO",Colombiana,Masculino
0001167286,No Aplica,Gladys Deifan Bastidas Gustin,"BASTIDAS GUSTIN, GLADYS DEIFAN",Colombiana,Femenino
0000041822,No Aplica,Hamilton Urbano Benavides,"URBANO BENAVIDES, HAMILTON",Colombiana,Masculino
0000032319,No Aplica,harold leon Ruiz Correa,"RUIZ CORREA, HAROLD LEON",Colombiana,Masculino
0000637939,No Aplica,Heydy Belsy Pabon Ortiz,"PABON ORTIZ, HEYDY BELSY",Colombiana,Femenino
0000066078,No Aplica,Ingrid Ginneth Araujo Paz,"ARAUJO PAZ, INGRID GINNETH",Colombiana,Femenino
0000106729,No Aplica,Jaime Dorado Solano,"DORADO SOLANO, JAIME",Colombiana,Masculino
0000276375,No Aplica,Jairo David Erazo Botero,"ERAZO BOTERO, JAIRO DAVID",Colombiana,Masculino
0001592722,No Aplica,jhoanna Cristyna guzman agredo,"GUZMAN AGREDO , JHOANNA CRISTYNA",Colombiana,Femenino
0000108237,No Aplica,Jim Oliver Cano Martinez,"CANO MARTINEZ, JIM OLIVER",Colombiana,Masculino
0000019776,No Aplica,Johan Eduardo Rivera Caicedo,"RIVERA CAICEDO, JOHAN EDUARDO",Colombiana,Masculino
0000723584,No Aplica,Jose Rafael Bermudez Ortega,"BERMUDEZ ORTEGA, JOSE RAFAEL",Colombiana,Masculino
0000107978,No Aplica,JUAN Adrada Adrada,"ADRADA ARMERO, JUAN",Colombiana,Masculino
0000021880,No Aplica,Juan Camilo Ospina Quintero,"OSPINA QUINTERO, JUAN CAMILO",Colombiana,Masculino
0000108116,No Aplica,Juan David Moreno Astaiza,"MORENO ASTAIZA, JUAN DAVID",Colombiana,Masculino
0001465825,No Aplica,Juan Fernando Casanova Olaya,"CASANOVA OLAYA, JUAN FERNANDO",Colombiana,Masculino
0001833863,No Aplica,juan jose piamba muelas,"PIAMBA MUELAS, JUAN JOSE",Colombiana,Masculino
0001543888,No Aplica,Juliana Aguilar Pino,"AGUILAR PINO, JULIANA",Colombiana,Femenino
0001385212,No Aplica,KAREN PATRICIA VEGA SAENZ,"VEGA SAENZ, KAREN PATRICIA",Colombiana,Femenino
0000108109,No Aplica,Laura María López Castrillón,"LÓPEZ CASTRILLÓN, LAURA MARÍA",Colombiana,Femenino
0001475362,No Aplica,Leandro Ordóñez Ante,"ORDÓÑEZ ANTE, LEANDRO",Colombiana,Masculino
0001511140,No Aplica,Liseth Viviana Campo Arcos,"CAMPO, LISETH V.",Colombiana,Femenino
0000092543,No Aplica,Liza María Candamil Erazo,"CANDAMIL ERAZO, LIZA MARÍA",Colombiana,Femenino
0001412224,No Aplica,Luis Antonio Rojas Potosí,"ROJAS POTOSÍ, LUIS ANTONIO",Colombiana,Masculino
0001475417,No Aplica,Luis Javier Suárez Meza,"SUÁREZ MEZA, LUIS JAVIER",Colombiana,Masculino
0000082866,No Aplica,María Cristina Chaparro Velasco,"CHAPARRO VELASCO, MARÍA CRISTINA",Colombiana,Femenino
0000472760,No Aplica,Nohra Ximena Astaiza Bravo,"ASTAIZA BRAVO, NOHRA XIMENA",Colombiana,Femenino
0000107969,No Aplica,Paola Andrea Bermeo Melo,"BERMEO MELO, PAOLA ANDREA",Colombiana,Femenino
0000117994,No Aplica,Paola Andrea Otero Cano,"OTERO CANO, PAOLA ANDREA",Colombiana,Femenino
0000107966,No Aplica,Patricia Medina Medina,"MEDINA MEDINA, PATRICIA",Colombiana,Femenino
0001536867,No Aplica,Piedad Lucía Segura Cometa,"SEGURA COMETA, PIEDAD LUCÍA",Colombiana,Femenino
0001469933,No Aplica,Robert Mauricio Quiñones Zuñiga,"QUIÑONES ZUÑIGA, ROBERT MAURICIO",Colombiana,Masculino
0000021883,No Aplica,victor garzon marin,"GARZON MARIN, VICTOR",Colombiana,Masculino
0000074428,No Aplica,Victor Hugo Pinto Rodriguez,"PINTO RODRIGUEZ, VICTOR HUGO",Colombiana,Masculino
0000028625,Investigador Junior ,Yaneth Patricia López Mutis,"LÓPEZ MUTIS, YANETH PATRICIA",Colombiana,Femenino
0001569601,No Aplica,YESIKA PAOLA TORREGROZA BURBANO,"TORREGROZA BURBANO, YESIKA PAOLA",Colombiana,Femenino
0000092831,No Aplica,Yuri Viviana Daza Gaviria,"DAZA GAVIRIA, YURI VIVIANA",Colombiana,Femenino
0000024519,No Aplica,Eliana Meneses Claros,"MENESES CLAROS, ELIANA",Colombiana,Femenino
0001448280,Investigador Asociado ,Rosana Perez Mera,"PEREZ MERA, ROSANA",Colombiana,Femenino
0000273376,Investigador Senior ,Hector Jairo Martínez Romero,"MARTÍNEZ ROMERO, HECTOR JAIRO",Colombiana,Masculino
0001490225,No Aplica,Ana Milena Plaza BUITRAGO,Plaza Ana Milena,Colombiana,No Aplica
0001389848,Investigador Junior ,Carlos Andres Arias Torres,"ARIAS TORRES, CARLOS ANDRES",Colombiana,Masculino
0000539937,No Aplica,Diego Ramiro CORREA CUENE,"CORREA CUENE, DIEGO RAMIRO",Colombiana,Masculino
0001022024,No Aplica,Eduard Mauricio Macías Caicedo,"MACÍAS CAICEDO, EDUARD MAURICIO",Colombiana,Masculino
0000984248,Investigador Junior ,Favián Enrique Arenas Aparicio,"ARENAS APARICIO, FAVIÁN ENRIQUE",Colombiana,Masculino
0001398949,No Aplica,Hevert Vivas,"VIVAS, HEVERT",Colombiana,Masculino
0001258168,No Aplica,Tulio Emiro López Erazo,"ERAZO, T. E. L.",Colombiana,Masculino
0000119871,No Aplica,Wilmer Sanchez Grueso,"SANCHEZ GRUESO, WILMER",Colombiana,Masculino
0000720020,Investigador Junior ,Javier Andres Muñoz Chaves,"CHAVES, J. A. M.;J. M CHAVES;Muñoz Chaves, Javier Andres",Colombiana,Masculino
0001065769,Investigador Junior ,Diego Andrés Campo Ceballos,"CAMPO CEBALLOS, DIEGO ANDRÉS",Colombiana,Masculino
0001742613,Investigador Junior ,Adriana Marcela Nieto Muñoz,Nieto-Muñoz A.M.,Colombiana,Femenino
0000002241,No Aplica,Andrés Felipe Hurtado Banguero,"HURTADO BANGUERO, ANDRÉS FELIPE",Colombiana,Masculino
0001666607,No Aplica,Andres Felipe Solis Pino,Andres Felipe Solis Pino,Colombiana,Masculino
0001386997,No Aplica,Bibiana Yeaneth Garcés Constain,"GARCÉS CONSTAIN, BIBIANA YEANETH",Colombiana,Femenino
0001657696,Investigador Junior ,David Armando Revelo Luna,"REVELO LUNA, DAVID ARMANDO",Colombiana,Masculino
0000862860,No Aplica,Diana Carolina Montilla Perafán,"MONTILLA PERAFÁN, DIANA CAROLINA",Colombiana,Femenino
0001566534,No Aplica,Diana Jimena López Mesa,"LÓPEZ MESA, DIANA JIMENA",Colombiana,Femenino
0001738730,Investigador Junior ,Diego Antonio Legarda Córdoba,"CORDOBA, D. A. L",Colombiana,Masculino
0001737954,No Aplica,Ginna Andrea Ramirez Palechor,"RAMIREZ PALECHOR, GINNA ANDREA",Colombiana,Femenino
0001742329,Investigador Junior ,Jairo Felipe Ortiz Mosquera,Ortiz-Mosquera J.F.,Colombiana,Masculino
0000003893,No Aplica,Jean Alejandro Cubillos Rojas,"CUBILLOS ROJAS, JEAN ALEJANDRO",Colombiana,Masculino
0001623116,Investigador Asociado ,Jhon Alexander Guerrero Narvaez,"GUERRERO NARVAEZ, JHONN ALEXANDER",Colombiana,Masculino
0001568293,No Aplica,JHONY ELVIS MUÑOZ MAGIN,"MUÑOZ MAGIN, JHONY ELVIS",Colombiana,Masculino
0001677408,No Aplica,Johana Patricia Astudillo Gutierrez,"ASTUDILLO GUTIERREZ, JOHANA PATRICIA",Colombiana,Femenino
0000715921,Investigador Junior ,José Luis Narváez Semanate,"NARVÁEZ SEMANATE, JOSÉ LUIS",Colombiana,Masculino
0001386238,Investigador Asociado ,Julio Eduardo Mejía Manzano,"MEJÍA MANZANO, JULIO EDUARDO",Colombiana,Masculino
0001524160,No Aplica,LUIS FERNANDO ALAPE REALPE,"ALAPE REALPE, LUIS FERNANDO",Colombiana,Masculino
0000541370,Investigador Junior ,Paola Andrea Umaña Aedo,"UMAÑA AEDO, PAOLA ANDREA",Colombiana,Femenino
0001652628,Investigador Junior ,paola cristina cajas daza,"CAJAS DAZA, PAOLA CRISTINA",Colombiana,Femenino
0000411892,Investigador Junior ,Rodrigo Alberto Montaño Fuentes,"MONTAÑO FUENTES, RODRIGO ALBERTO",Colombiana,Masculino
0000248282,Investigador Asociado ,Sandra Esperanza Nope Rodríguez,"NOPE RODRÍGUEZ, SANDRA ESPERANZA",Colombiana,Femenino
0001440480,No Aplica,SANDRA MILENA JURADO MUÑOZ,"JURADO MUÑOZ, SANDRA MILENA",Colombiana,Femenino
0001666652,No Aplica,Saúl Eduardo Ruiz Sarzosa,Saúl E. Ruiz Sarzosa,Colombiana,Masculino
0000144240,Investigador Junior ,Victor Manuel Quintero Florez,"QUINTERO FLOREZ, VICTOR MANUEL",Colombiana,Masculino
0000881902,Investigador Asociado ,Claudia Milena Hernandez Bonilla,"HERNANDEZ BONILLA, CLAUDIA MILENA",Colombiana,Femenino
0001589782,No Aplica,DIEGO FERNANDO GALVIS CALAMBAS,"GALVIS CALAMBAS, DIEGO FERNANDO",Colombiana,Masculino
0000117644,No Aplica,Manuel Sanin Benavides Piamba,"BENAVIDES PIAMBA, MANUEL SANIN",Colombiana,Masculino
0000274550,No Aplica,Oscar Josué Calderón Cortés,"CALDERÓN C., OSCAR J.",Colombiana,Masculino
0001369740,Investigador Asociado ,Víctor Fabián Miramá Pérez,"MIRAMÁ PÉREZ, VÍCTOR FABIÁN",Colombiana,Masculino
0000067805,No Aplica,Camilo Oviedo Perdomo,"OVIEDO PERDOMO, CAMILO",Colombiana,No Aplica
0001407055,No Aplica,David Camargo Restrepo,"CAMARGO RESTREPO, DAVID",Colombiana,Masculino
0000024709,No Aplica,FABIAN ALFONSO LOPEZ ALEGRIA,"LOPEZ ALEGRIA, FABIAN ALFONSO",Colombiana,Masculino
0000094879,No Aplica,Jacquelyn Jimenez Canizales,"JIMENEZ CANIZALES , JACQUELYN",Colombiana,Femenino
0000001497,No Aplica,José Manuel Diago Rodriguez,"DIAGO RODRIGUEZ, JOSÉ MANUEL",Colombiana,Masculino
0000024723,No Aplica,KELLY ALEXANDRA RAMIREZ LOPEZ,"RAMIREZ LOPEZ, KELLY ALEXANDRA",Colombiana,Femenino
0000024726,No Aplica,MARLY SUGEY MUÑOZ BOLAÑOS,"MUÑOZ BOLAÑOS, MARLY SUGEY",Colombiana,Femenino
0000126106,No Aplica,NANCY LILIANA CHAVEZ PALOMINO,"CHAVEZ PALOMINO, NANCY LILIANA",Colombiana,Femenino
0001452560,No Aplica,ROSA MERCEDES GOMEZ FAJARDO,"GOMEZ FAJARDO, ROSA MERCEDES",Colombiana,Femenino
0000015975,No Aplica,Wilson Alexis Usme Suárez,"USME SUÁREZ, WILSON ALEXIS",Colombiana,Masculino
0000024722,No Aplica,YULIETH VANESSA TORRES MURCIA,"TORRES MURCIA, YULIETH VANESSA",Colombiana,Femenino
0000114191,Investigador Asociado ,Cristian Camilo Ordoñez Quintero,Cristian Camilo Ordoñez Quintero,Colombiana,Masculino
0001640422,No Aplica,Daniel Alberto Jaramillo Morillo,"JARAMILLO MORILLO, DANIEL ALBERTO",Colombiana,Masculino
0001616301,No Aplica,Ivett Adriana Herrera Zuleta,"HERRERA ZULETA, IVETT ADRIANA",Colombiana,Femenino
0001536563,No Aplica,adriana castro mañunga,"CASTRO MAÑUNGA, ADRIANA",Colombiana,Femenino
0001619543,Investigador Junior ,ADRIANA LUCIA VALDEZ FERNANDEZ,"VALDEZ FERNANDEZ, ADRIANA LUCIA",Colombiana,Femenino
0001723111,No Aplica,Adriana Rodríguez Gómez,Adriana Rodríguez,Colombiana,Femenino
0001842789,No Aplica,Andrés Camilo Verdugo Mejia,"VERDUGO MEJIA, ANDRÉS CAMILO",Colombiana,Masculino
0001701106,No Aplica,Carmita Anabeli Cepeda Chamorro,Carmita Anabeli Cepeda Chamorro,Colombiana,Femenino
0001634009,No Aplica,César José Vela Prieto,"VELA PRIETO, JOSÉ",Colombiana,No Aplica
0001806077,No Aplica,Claudia Jimena Castro Garzon,Claudia Castro*,Colombiana,Femenino
0001842472,No Aplica,Daniel Felipe Rosas Camayo,"ROSAS CAMAYO, DANIEL FELIPE",Colombiana,Masculino
0000070326,No Aplica,Dayra Maritza Quiñones Zúñiga,"QUIÑONES ZÚÑIGA, DAYRA MARITZA",Colombiana,Femenino
0000033794,No Aplica,DIANA VANESSA FLOREZ MEZA,"FLÓREZ MEZA, DIANA VANESSA",Colombiana,Femenino
0000060916,No Aplica,Elisa Jojoa Tobar,"JOJOA TOBAR, ELISA",Colombiana,Femenino
0001121634,No Aplica,Enid Esperanza Garzón Manquillo,"GARZÓN MANQUILLO, ENID ESPERANZA",Colombiana,Femenino
0000227013,No Aplica,Gladys Amanda MERA URBANO,"MERA URBANO, GLADYS AMANDA",Colombiana,Femenino
0000119814,No Aplica,Jhon Edwin Polanco Pasaje,"Polanco-Pasaje, JE",Colombiana,Masculino
0001147030,No Aplica,Jorge Albeiro SOTELO DAZA,Sotelo-Daza Jorge,Colombiana,Masculino
0001174436,No Aplica,Mabel Amalia Cuellar Tobar,"CUELLAR TOBAR, MABEL AMALIA",Colombiana,Femenino
0002003321,No Aplica,maria camila santacruz vega,"SANTACRUZ VEGA, MARIA CAMILA",Colombiana,Femenino
0000674460,No Aplica,Martha Isabel Vivas Chacón,"VIVAS CHACÓN, MARTHA ISABEL",Colombiana,Femenino
0001622262,No Aplica,Natalia Chávez Narváez,"CHÁVEZ NARVÁEZ, NATALIA",Colombiana,Femenino
0001352126,No Aplica,PAULA ANDREA TOSE VERGARA,"TOSE VERGARA, PAULA ANDREA",Colombiana,Femenino
0000011355,No Aplica,Sandra Felisa Muñoz Bravo,"MUÑOZ BRAVO, SANDRA FELISA",Colombiana,Femenino
0001842612,No Aplica,Víctor Daniel Vivas Gallego,"VÍCTOR VIVAS, DANIEL VIVAS",Colombiana,Masculino
0000652636,No Aplica,Yaneth Marcela MUÑOZ ANGEL,"MUÑOZ ANGEL, YANETH MARCELA",Colombiana,Femenino
0001655031,No Aplica,YENNY ALEXANDRA QUIÑONEZ ZUÑIGA,"QUIÑONEZ ZUÑIGA, YENNY ALEXANDRA",Colombiana,Femenino
0000101003,No Aplica,Laura Mercedes Trujillo Uribe,"TRUJILLO URIBE, LAURA MERCEDES",Colombiana,Femenino
0000916749,No Aplica,Jorge Aníbal Coral Guerrón,"CORAL GUERRÓN, JORGE ANÍBAL",Colombiana,Masculino
0000912123,No Aplica,Adriana Valera de la Providenc,"VALERA DE LA PROVIDENCIA, ADRIANA",Cubana,Femenino
0000932086,No Aplica,Alejandro Anaya Gutiérrez,"ANAYA GUTIÉRREZ, ALEJANDRO",Colombiana,Masculino
0001587787,No Aplica,ANDRES FERNANDO OTERO PATIÑO,"OTERO PATIÑO, ANDRES FERNANDO",Colombiana,Masculino
0000935255,No Aplica,Andrés Ramírez Villarraga,"RAMÍREZ VILLARRAGA, ANDRÉS",Colombiana,Masculino
0001680873,No Aplica,Carlos Andrés Marcillo Quiroz,"MARCILLO QUIROZ, CARLOS ANDRÉS",Colombiana,Masculino
0001476139,No Aplica,Carlos Hugo Ayala,"AYALA, CARLOS HUGO",Colombiana,Masculino
0000916803,Investigador Junior ,Carlos René Ordóñez Mora,"ORDÓÑEZ MORA, CARLOS RENÉ",Colombiana,Masculino
0000933201,No Aplica,Fabián ORTIZ,"ORTIZ, M. F.",Colombiana,Masculino
0001363439,No Aplica,FERNEY OSWALDO LUCERO CALVACHI,L C FERNEY,Colombiana,Masculino
0000918172,No Aplica,Franco Ramiro Vela Martìnez,"VELA MARTÌNEZ, FRANCO RAMIRO",Colombiana,Masculino
0001536744,No Aplica,German Aguirre Ordoñez,"AGUIRRE ORDOÑEZ, GERMAN",Colombiana,No Aplica
0000886335,No Aplica,German TEJEDA PUENTES,"TEJEDA PUENTES, GERMAN",Colombiana,Masculino
0001047698,Investigador Junior ,Hector Javier Tascón Hernandez,"TASCÓN HERNANDEZ, HECTOR JAVIER",Colombiana,Masculino
0000879495,No Aplica,Jesùs Edgardo Martìnez,"MARTÌNEZ , JESÙS EDGARDO",Colombiana,Masculino
0001509041,Investigador Junior ,JUAN CARLOS GOMEZ ALVAREZ,"GOMEZ ALVAREZ, JUAN CARLOS",Colombiana,Masculino
0001586710,No Aplica,Juan Reinaldo Coronado Artunduaga,"CORONADO, JUAN",Colombiana,Masculino
0000152700,No Aplica,Lina Maria Ospina Garcia,"OSPINA GARCIA, LINA MARIA",Colombiana,Femenino
0001708712,No Aplica,Lisandra Moreno Quintana,"MORENO QUINTANA, LISANDRA",Cubana,Femenino
0000934291,No Aplica,Luis Carlos Erazo Gomez,"GOMEZ, L. C. E.",Colombiana,Masculino
0001940100,No Aplica,Luis Fernando Arroyave Tobar,"ARROYAVE TOBAR, LUIS FERNANDO",Colombiana,Masculino
0000094895,No Aplica,Magliony Márquez Márquez,"MÁRQUEZ MÁRQUEZ, MAGLIONY",Colombiana,Masculino
0001469830,No Aplica,Marcela Bastidas Forero forero,"BASTIDAS FORERO, MARCELA",Colombiana,Femenino
0000123883,No Aplica,María Andrea Cerón Ramírez,"CERÓN RAMÍREZ, MARÍA ANDREA",Colombiana,Femenino
0000933104,No Aplica,María Elena Anchico Solís,"SOLÍS, M. E. A.",Colombiana,Femenino
0000932710,No Aplica,María José Mosquera Iglesias,"MOSQUERA IGLESIAS, MARÍA JOSÉ",Colombiana,Femenino
0000896012,No Aplica,Marta OCHOA CADAVID,"CADAVID, M. L. O.",Colombiana,Femenino
0000934682,No Aplica,Martha Cecilia Luna Paredes,"PAREDES, M. C. L.",Colombiana,Femenino
0000912050,Investigador Asociado ,Mauricio Esteban Arcos Rodriguez,"ARCOS RODRIGUEZ, MAURICIO",Colombiana,Masculino
0001733900,No Aplica,Monica yizell Mosso Urrea,Monica Mosso,Colombiana,Femenino
0001517022,No Aplica,Sergio Andres Murillo Jerez,"MURILLO JEREZ, SERGIO ANDRES",Colombiana,Masculino
0000013323,Investigador Senior ,Alfonso Enrique Ramírez Sanabria,"RAMÍREZ SANABRIA, ALFONSO ENRIQUE",Colombiana,Masculino
0000013315,No Aplica,Luis Alfonso Vargas Jimenez,"VARGAS JIMENEZ, LUIS ALFONSO",Colombiana,Masculino
0000399213,No Aplica,Alexander castro grijalba,"CASTRO GRIJALBA, ALEXANDER",Colombiana,Masculino
0001304143,No Aplica,Andres Sebastian Salinas Trujillo,"SALINAS TRUJILLO, ANDRES SEBASTIAN",Colombiana,Masculino
0000223220,No Aplica,Carlos Eduardo Ararat Ibarguen,"ARARAT IBARGUEN, CARLOS EDUARDO",Colombiana,Masculino
0001319744,No Aplica,Carlos Milller Campo Mosquera,"MOSQUERA, C. M. C.",Colombiana,Masculino
0001705190,No Aplica,CLAUDIA MARGARITA CHANCHI GOLONDRINO,claudia,Colombiana,Femenino
0000227587,No Aplica,Claudia Patricia Idrobo Mosquera,"IDROBO MOSQUERA, CLAUDIA PATRICIA",Colombiana,Femenino
0000095992,No Aplica,David Rico Olarte,"RICO OLARTE, DAVID",Colombiana,Masculino
0000002941,No Aplica,Gerson Eliad Benitez Medina,G. Eliad Benitez-Medina,Colombiana,Masculino
0000013293,No Aplica,Johnny Vilard Gutiérrez Portilla,"GUTIÉRREZ PORTILLA, JOHNNY VILARD",Colombiana,Masculino
0001603520,No Aplica,Juan David Figueroa Alegria,"FIGUEROA ALEGRIA, JUAN DAVID",Colombiana,Masculino
0000013307,Investigador Senior ,Julián Urresta Aragón,"URRESTA ARAGÓN, JULIÁN",Colombiana,Masculino
0000003178,No Aplica,Luis Gabriel Hurtado Montoya,"HURTADO MONTOYA, LUIS GABRIEL",Colombiana,Masculino
