idgruplac,verificado,tipo,nombre,lugar,fecha,disponibilidad,url,nombre_comercial,nombre_proyecto,institucion,autores
00000000015675,False,Computacional,GESTOR DE TRABAJOS DE GRADO PARA EL PROGRAMA DE INGENIERÍA DE SISTEMAS FUNDACIÓN UNIVERSITARIA DE POPAYÁN,Colombia,2022,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,GESTOR DE TRABAJOS DE GRADO PARA EL PROGRAMA DE INGENIERÍA DE SISTEMAS FUNDACIÓN UNIVERSITARIA DE POPAYÁN,,FUNDACION UNIVERSITARIA DE POPAYAN,FABINTON SOTELO GOMEZ
00000000007096,False,Computacional,KARAGABI KMPLATFORM,Colombia,2008,Restringido,TOTEMS LIMITADA,KARAGABI KMPLATFORM,,TOTEMS LIMITADA,ALBERTO DE JESUS GONZALEZ RAMIREZ
00000000015675,False,Computacional,"SISTEMA DE EVALUACIÓN DE LA SOSTENIBILIDAD EN LA PRODUCCIÓN AGRÍCOLA DE CAFÉ, DEPARTAMENTO DEL CAUCA",Colombia,2022,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,"SISTEMA DE EVALUACIÓN DE LA SOSTENIBILIDAD EN LA PRODUCCIÓN AGRÍCOLA DE CAFÉ, DEPARTAMENTO DEL CAUCA",,FUNDACION UNIVERSITARIA DE POPAYAN,"CRISTIAN MENDEZ RODRIGUEZ, APOLINAR FIGUEROA CASAS, JULIANA SALAZAR BENITEZ"
00000000015675,False,Computacional,REPOSITORIOS DE OBJETOS DE APRENDIZAJE(ROA),Colombia,2022,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,,,FUNDACION UNIVERSITARIA DE POPAYAN,FABINTON SOTELO GOMEZ
00000000015675,False,Computacional,SISGEDOCNO,Colombia,2022,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,SISGEDOCNO,,FUNDACION UNIVERSITARIA DE POPAYAN,CRISTIAN CAMILO ORDONEZ QUINTERO
00000000018223,False,Computacional,APROVECHAMIENTO DE RESIDUOS DE CAFÉ EN LA CONSTRUCCIÓN DE AGLOMERADOS,Colombia,2019,Restringido,Corporación Centro de Desarrollo Tecnológico Cluster CreaTIC,AGLOMERADOS DE CAFE,,Corporación Centro de Desarrollo Tecnológico Cluster CreaTIC,"NELSON FABIAN CHANTRE SANCHEZ, RICHARD MARCELO IMBACHI CHAVEZ"
00000000002153,False,Multimedia,Herramienta Educativa para el Aprendizaje de Ciencias Naturales y Educación Ambiental - Grado Sexto de Educación Media,Colombia,2003,Restricta,UNIVERSIDAD DEL CAUCA,,,UNIVERSIDAD DEL CAUCA,"VICTOR ALFREDO SOTELO MERA, EDISON JAVIER TITUANA S, ALEJANDRO TOLEDO TOVAR"
00000000002153,False,Computacional,Software para Control y Seguimiento de la Tuberculosis según la estrategia DOTS.,Colombia,2004,Irrestricta,Colciencias - Fondo de Comunicaciones del Ministerio de Comunicacones.,,,Colciencias - Fondo de Comunicaciones del Ministerio de Comunicacones.,"GUEFRY LEIDER AGREDO MENDEZ, EMBER UBEIMAR MARTINEZ, VIRGINIA SOLARTE MUNOZ, GIOVANNY LOPEZ PERAFAN, EDGARD CASTILLO ERASSOUR, SILER AMADOR DONADO"
00000000005833,False,Computacional,WAISCOAT,Colombia,2022,Restringido,No Aplica,WAISCOAT,,No Aplica,JHON ALEXANDER GUERRERO NARVAEZ
00000000008151,False,Computacional,Programa de Calculo para los Coeficientes de Dispersión y Analisis del Tamaños de Particulas,Colombia,1999,Restricta,UNIVERSIDAD DEL VALLE,,,UNIVERSIDAD DEL VALLE,"ALVARO EFRAIN BASTIDAS GUSTIN, EFRAIN SOLARTE RODRIGUEZ, MAURICIO JARAMILLO"
00000000008151,False,Computacional,ImageTrack Nowcasting,Colombia,2011,Restringido,No Aplica,ImageTrack,GEA,No Aplica,EDGAR LEONAIRO PENCUE FIERRO
00000000020815,False,Computacional,Módulo de Minería de Datos Geográficos (MMDG),Colombia,2016,Restringido,Sistema General de Regalías,,,Sistema General de Regalías,"JOSE ARMANDO ORDONEZ CORDOBA, CARLOS HERNAN SIERRA TORRES, CLAUDIA PATRICIA ACOSTA ASTAIZA, OMAR ALEJANDRO SOTELO TORRES"
00000000020815,False,Computacional,Módulo de Empoderamiento basado en TIC (MEB-TIC),Colombia,2016,Restringido,Sistema General de Regalías,,,Sistema General de Regalías,"CARLOS HERNAN SIERRA TORRES, OMAR ALEJANDRO SOTELO TORRES, CLAUDIA PATRICIA ACOSTA ASTAIZA, JOSE ARMANDO ORDONEZ CORDOBA"
00000000015254,False,Computacional,PLATAFORMA DE GESTIÓN DOCUMENTAL ELECTRÓNICA DEL GRUPO DE INVESTIGACIÓN SINERGIA,Colombia,2016,Restringido,SERVICIO NACIONAL DE APRENDIZAJE SENA,GDP,,SERVICIO NACIONAL DE APRENDIZAJE SENA,ALFARO TANDIOY FERNANDEZ
00000000015254,False,Computacional,PDHP PROYECTO DE DIVULGACIÓN HISTÓRICA,Colombia,2020,No restringido,Servicio Nacional De Aprendizaje Sede Popayan,PDHP PROYECTO DE DIVULGACIÓN HISTÓRICA,,Servicio Nacional De Aprendizaje Sede Popayan,"JHONATAN ISAAC TUMBO RUIZ, ALAN FERNANDO MUNOZ VELASCO, ROBERTH ALEXANDER ORDONEZ COBO"
00000000007096,False,Computacional,ORGEST,Colombia,2004,Restringido,TOTEMS LIMITADA,,,TOTEMS LIMITADA,"ALBERTO DE JESUS GONZALEZ RAMIREZ, CAROL ZULEIMA JOAQUI TRUJILLO, CECILIA VELASCO VIVAS, GABRIEL VASQUEZ"
00000000007096,False,Computacional,ANKORE,Colombia,2008,Restringido,TOTEMS LIMITADA,ANKORE,,TOTEMS LIMITADA,ALBERTO DE JESUS GONZALEZ RAMIREZ
00000000002141,False,Computacional,Representación de secuencias de ADN y proteínas mediante el juego del caos y su análisis multifractal. MINISTERIO DEL INTERIOR Y DE JUSTICIA DIRECCION NACIONAL DE DERECHO DE AUTOR UNIDAD ADMINISTRATIVA ESPECIAL CERTIFICADO DE REGISTRO DE SOPORTE LOGICO 13-17-441 Fecha de registro OFICINA DE REGISTRO Libro - Tomo - Partida 08-Mar-2007 .,Colombia,2007,,UNIVERSIDAD DEL VALLE,,,UNIVERSIDAD DEL VALLE,"PEDRO ANTONIO MORENO TOVAR, SANDRA BLANCO"
00000000014080,False,Multimedia,Terra Explora,Colombia,2018,No restringido,UNIVERSIDAD DEL CAUCA,Terra Explora,,UNIVERSIDAD DEL CAUCA,HENDRYS FABIAN TOBAR MUNOZ
00000000008516,False,Computacional,Desarrollo e implementación de un sistema para la gestión de objetos de aprendizaje SIGOVA para la Institución Universitaria Colegio Mayor del Cauca,Colombia,2013,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,SIGOVA,,Colegio Mayor Del Cauca - Institución Universitaria,DAYNER ORDONEZ LOPEZ
00000000007827,False,Computacional,sistema de registro unificado de información para el área de mercadeo y ventas,Colombia,2011,Restringido,Industria Licorera Del Cauca,,Fundación Universitaria de Popayán,Industria Licorera Del Cauca,LUIS FREDDY MUNOZ SANABRIA
00000000007827,False,Computacional,Sistema de Administración de venta de pólizas SOAT SAVP,Colombia,2013,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,Sistema de Administración de venta de pólizas SOAT SAVP,Mejores practicas para el desarrollo de Software,FUNDACION UNIVERSITARIA DE POPAYAN,LUIS FREDDY MUNOZ SANABRIA
00000000007827,False,Computacional,Programación de sistema E.R.P (Enterprise Resource Planning) para las empresas de vigilancia,Colombia,2013,Restringido,Empresa de Vigilancia del Cauca,Programación de sistema E.R.P (Enterprise Resource Planning) para las empresas de vigilancia,Mejores practicas para el desarrollo de Software,Empresa de Vigilancia del Cauca,LUIS FREDDY MUNOZ SANABRIA
00000000007827,False,Computacional,Sistema de informacion para registro de notas escolares SIRENE,Colombia,2013,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,Sistema de informacion para registro de notas escolares SIRENE,Mejores practicas para el desarrollo de Software,FUNDACION UNIVERSITARIA DE POPAYAN,LUIS FREDDY MUNOZ SANABRIA
00000000007827,False,Computacional,APLICACIÓN MÓVIL PARA LA PUBLICACIÓN DE LA INFORMACIÓN DE INCORPORACIÓN (MOVINCA),Colombia,2014,No restringido,FUNDACION UNIVERSITARIA DE POPAYAN,MOVINCA,,FUNDACION UNIVERSITARIA DE POPAYAN,LUIS FREDDY MUNOZ SANABRIA
00000000007827,False,Computacional,MANUAL DE USUARIO EMPRESA SOCIAL DEL ESTADO E-S-E CENTRO 1 PIENDAMO,Colombia,2014,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,MANUAL E-S-E PIENDAMO,,FUNDACION UNIVERSITARIA DE POPAYAN,LUIS FREDDY MUNOZ SANABRIA
00000000007827,False,Computacional,SISTEMA DE HISTORIAS CLÍNICAS ODONTOLÓGICAS CLÍNICA MUNDO ORAL,Colombia,2014,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,,,FUNDACION UNIVERSITARIA DE POPAYAN,LUIS FREDDY MUNOZ SANABRIA
