idcvlac,autores,nombre,lugar,verificado,fecha,editorial,isbn,volumen,paginas,palabras,areas,sectores,capitulo,libro
0001622262,NATALIA CHAVEZ NARVAEZ,Percepción de calidad de vida en sobrevivientes a morbilidad materna extrema en una ciudad colombiana,Investigación Cualitativa en Salud: avances y desafíos,False,2021,Ludomedia,LUDOMEDIA,,61 - 69,Maternal Health.;Qualitative Research,"Ciencias Médicas y de la Salud;Ciencias de la Salud;Salud Pública, Ciencias Médicas y de la Salud;Ciencias de la Salud;Ciencias Socio Biomédicas (Planificación Familiar, Salud Sexual, Efectos Políticos y Sociales de la Investigación Biomédica), Ciencias Médicas y de la Salud;Ciencias de la Salud;Enfermería, Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía), Ciencias Sociales;Sociología;Temas Especiales (Estudios de Género, Temas Sociales, Estudios de la Familia), Ciencias Sociales;Sociología;Sociología, Ciencias Sociales;Sociología;Etnografía, Ciencias Sociales;Sociología;Antropología",No Aplica,Percepción de calidad de vida en sobrevivientes a morbilidad materna extrema en una ciudad colombiana,Investigación Cualitativa en Salud: avances y desafíos
0000652636,YANETH MARCELA MUNOZ ANGEL,"Recomendaciones para manejo del paciente neurocritico con úlceras de presión, Neurotrauma y Neurointensivismo",Neurotrauma Y Neurointensivismo,False,2008,Distribuna,Distribuna,,755 - 764,No Aplica,"Ciencias Médicas y de la Salud;Ciencias de la Salud;Enfermería, Ciencias Médicas y de la Salud;Medicina Clínica;Cuidado Crítico y de Emergencia",No Aplica,"Recomendaciones para manejo del paciente neurocritico con úlceras de presión, Neurotrauma y Neurointensivismo",Neurotrauma Y Neurointensivismo
0000916749,JORGE ANIBAL CORAL GUERRON,MITOS CUENTOS Y LEYENDAS,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA,True,2013,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,,33 - 70 1,Cultural;Folklore,Humanidades;Arte;Música y musicología,No Aplica,MITOS CUENTOS Y LEYENDAS,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA
0000916749,JORGE ANIBAL CORAL GUERRON,MÚSICAS Y MÚSICOS,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA,True,2013,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,,131 - 176,Folklore,Humanidades;Arte;Música y musicología,Educación,MÚSICAS Y MÚSICOS,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA
0000916749,JORGE ANIBAL CORAL GUERRON,TRADICIÓN ORAL,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA,True,2013,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,,281 - 315 1,Folklore,Humanidades;Arte;Música y musicología,No Aplica,TRADICIÓN ORAL,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA
0000916749,JORGE ANIBAL CORAL GUERRON,VIVIENDA POPULAR,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA,True,2013,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,,387 - 414 1,Folklore,Humanidades;Arte;Música y musicología,No Aplica,VIVIENDA POPULAR,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA
0000916749,JORGE ANIBAL CORAL GUERRON,JUEGOS Y JUGUETES TRADICIONALES DEL CAUCA,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA,True,2013,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,,415 - 444 1,Folklore,Humanidades;Arte;Música y musicología,Educación,JUEGOS Y JUGUETES TRADICIONALES DEL CAUCA,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA
0000916749,JORGE ANIBAL CORAL GUERRON,MEDICINA EMPÍRICA,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA,True,2013,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,,445 - 476 1,Folklore,Humanidades;Arte;Música y musicología,Educación,MEDICINA EMPÍRICA,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA
0000916749,JORGE ANIBAL CORAL GUERRON,PINTURA ARTESANAL,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA,True,2013,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,,477 - 495 1,Folklore,Humanidades;Arte;Música y musicología,Educación,PINTURA ARTESANAL,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA
0000916749,JORGE ANIBAL CORAL GUERRON,ARTESANÍA,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA,True,2013,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,,515 - 537 1,Folklore,Humanidades;Arte;Música y musicología,Educación,ARTESANÍA,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA
0001047698,HECTOR JAVIER TASCON HERNANDEZ,La marimba de chonta tradicional del Pacifico sur colombiano: Desafíos y Transformaciones,Itinerarios Transdisciplinares. Prácticas artísticas y culturales en Iberoamérica,True,2021,REDIPE - Red Iberoamericana de Pedagogía,REDIPE - Red Iberoamericana de Pedagogía,,338 - 369 1,Marimba de chonta;Músicas del Pacífico colombiano;Marimbas crómaticas;Instrumentos musicales electroacústicos;Lutería;Método Oí,Humanidades;Arte;Música y musicología,Educación,La marimba de chonta tradicional del Pacifico sur colombiano: Desafíos y Transformaciones,Itinerarios Transdisciplinares. Prácticas artísticas y culturales en Iberoamérica
0001047698,"HECTOR JAVIER TASCON HERNANDEZ, ALEXANDER DUQUE GARCIA, JUAN GUILLERMO OSSA JIMENEZ","Videojuego Oí Marimbí, interacción con la comunidad afrodescendiente de San Cipriano","Libro de investigación. Educación, arte y cultura CEARTES 2020",False,2020,REDIPE - Red Iberoamericana de Pedagogía,REDIPE - Red Iberoamericana de Pedagogía,,190 - 196 1,Videojuegos ;Marimba de chonta;Método Oí;Oí Marimbí;San Cipriano;Afrodescendiente,Humanidades;Arte;Música y musicología,Educación,"Videojuego Oí Marimbí, interacción con la comunidad afrodescendiente de San Cipriano","Libro de investigación. Educación, arte y cultura CEARTES 2020"
0001047698,"HECTOR JAVIER TASCON HERNANDEZ, JORGE ALBERTO VEGA RIVERA",Acercamiento al aprendizaje de las lógicas musicales del conjunto tradicional de marimba de chonta a partir de un video juego,"Revolución en la formación y la capacitación para el siglo XXI Vol. I, Ed. 4",False,2021,Editorial Instituto Antioqueño de Investigación,Editorial Instituto Antioqueño de Investigación,,433 - 451 1,Videojuego Oí marimbí;Marimba de chonta;Músicas tradicionales;Procesos de aprendizaje y enseñanza;Músicas del Pacífico colombiano,"Humanidades;Arte;Música y musicología, Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",Educación,Acercamiento al aprendizaje de las lógicas musicales del conjunto tradicional de marimba de chonta a partir de un video juego,"Revolución en la formación y la capacitación para el siglo XXI Vol. I, Ed. 4"
0001047698,HECTOR JAVIER TASCON HERNANDEZ,Después del currulao: Creación a partir de las músicas tradicionales de marimba de chonta del Pacífico Sur colombiano,Comprendiendo América el aporte esencial de la música afroamericana al significado sociocultural del continente,False,2022,Centro Editorial de la Pontificia Universidad Católica del Ecuador,Centro Editorial de la Pontificia Universidad Católica del Ecuador,,362 - 378 1,Músicas tradicionales;Pacífico Sur Colombiano;Marimba de chonta,Humanidades;Arte;Música y musicología,Educación,Después del currulao: Creación a partir de las músicas tradicionales de marimba de chonta del Pacífico Sur colombiano,Comprendiendo América el aporte esencial de la música afroamericana al significado sociocultural del continente
0000879495,JESUS EDGARDO MARTINEZ,Juegos y Juguetes,Folklor Colombiano Departamento del Cauca,False,2013,Ideas Tipográficas,Ideas Tipográficas,,415 - 444 1,No Aplica,Humanidades;Arte;Música y musicología,No Aplica,Juegos y Juguetes,Folklor Colombiano Departamento del Cauca
0000013323,ALFONSO ENRIQUE RAMIREZ SANABRIA,la Catálisis en la Región Pacifica - Departamentos del Cauca y Valle del Cauca,Veinte años del desarrollo de la Catálisis en Colombia,False,2016,Universidad De Cartagena,Universidad De Cartagena,,113 - 123 1,No Aplica,No Aplica,No Aplica,la Catálisis en la Región Pacifica - Departamentos del Cauca y Valle del Cauca,Veinte años del desarrollo de la Catálisis en Colombia
0000025819,OSCAR EDUARDO VALENCIA MESA,"¿Decentralisation, security consolidation and territorial peacebuilding: is Colombia about to closet the loop?",Post-conflict Reconstruction and Local Government,True,2019,Routledge (New York),Routledge (New York),,91 - 110 Third,Colombian peace;Decentralisation;decentralisation; security consolidation; ,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas,Otros sectores,"¿Decentralisation, security consolidation and territorial peacebuilding: is Colombia about to closet the loop?",Post-conflict Reconstruction and Local Government
0000101552,JUAN GOMEZ HERNANDEZ,LOS PRINCIPIOS HERMENEUTICOS Y DE OBSERVANCIA DE LOS DERECHOS HUMANOS,"DERECHOS HUMANOS, REFORMA CONSTITUCIONAL Y GLOBALIZACION",False,2014,FONTAMARA,FONTAMARA,,157 - 168,No Aplica,No Aplica,No Aplica,LOS PRINCIPIOS HERMENEUTICOS Y DE OBSERVANCIA DE LOS DERECHOS HUMANOS,"DERECHOS HUMANOS, REFORMA CONSTITUCIONAL Y GLOBALIZACION"
0000101552,JUAN GOMEZ HERNANDEZ,Principios y reglas en el nuevo paradigma constitucional en México,Derechos humanos y justicia en clave constitucional,False,2012,Asociación Iberoamericana de Filosofía Práctica,Asociación Iberoamericana de Filosofía Práctica,,127 - 139,No Aplica,No Aplica,No Aplica,Principios y reglas en el nuevo paradigma constitucional en México,Derechos humanos y justicia en clave constitucional
0001287974,LEONARDO SABOGAL MURCIA,Política de la liberación: una propuesta de ciudadanía a partir de la acción político estratégica,Memorias Del Iii Congreso Colombiano De Filosofía,False,2010,Taurus/Sociedad Colombiana De Filosofia/ Universidad Nacional,Taurus/Sociedad Colombiana De Filosofia/ Universidad Nacional,,525 - 540,No Aplica,No Aplica,No Aplica,Política de la liberación: una propuesta de ciudadanía a partir de la acción político estratégica,Memorias Del Iii Congreso Colombiano De Filosofía
0001287974,LEONARDO SABOGAL MURCIA,Elementos de contextualización para la propuesta de una ciudadanía política desde las víctimas,Ejercicios Filosóficos. Anuario De Estudios De Postgrado En Filosofía. No. 2,False,2011,Unidad De Artes Graficas De La Facultad De Humanidades De La Universidad Del Valle,Unidad De Artes Graficas De La Facultad De Humanidades De La Universidad Del Valle,,137 - 157 3,Ciudadanía;Corte Constitucional de Colombia ;Democracia ;Justicia;Poder político;Política;Víctimas;Crítica ;Constitución Política ,"Ciencias Sociales;Ciencias Políticas;Ciencias Políticas, Humanidades;Otras Humanidades;Filosofía, Ciencias Sociales;Derecho;Derecho ",Educación,Elementos de contextualización para la propuesta de una ciudadanía política desde las víctimas,Ejercicios Filosóficos. Anuario De Estudios De Postgrado En Filosofía. No. 2
0001287974,LEONARDO SABOGAL MURCIA,Elementos de contextualización para la propuesta de una ciudadanía política desde las víctimas,Ejercicios Filosóficos. Anuario De Estudios De Postgrado En Filosofía. No. 2,False,2011,Unidad De Artes Graficas De La Facultad De Humanidades De La Universidad Del Valle,Unidad De Artes Graficas De La Facultad De Humanidades De La Universidad Del Valle,,137 - 156 3,No Aplica,No Aplica,No Aplica,Elementos de contextualización para la propuesta de una ciudadanía política desde las víctimas,Ejercicios Filosóficos. Anuario De Estudios De Postgrado En Filosofía. No. 2
0001287974,LEONARDO SABOGAL MURCIA,La ciudadanía y el nivel político institucional en la política de la liberación de Enrique Dussel,"La Filosofía De La Liberación, Hoy. Nuevas Sendas De Reflexión, Tomo Ii",True,2014,Ediciones Unam,Ediciones Unam,,251 - 267 II,Ciudadanía;Democracia ;Derechos Humanos ;Filosofía ;Estructura del poder público;Poder político;Víctimas,"Humanidades;Otras Humanidades;Filosofía, Ciencias Sociales;Derecho;Derecho ",Educación,La ciudadanía y el nivel político institucional en la política de la liberación de Enrique Dussel,"La Filosofía De La Liberación, Hoy. Nuevas Sendas De Reflexión, Tomo Ii"
0001287974,LEONARDO SABOGAL MURCIA,El fomento del desarrollo social y económico focalizado a la luz de los diálogos de La Habana,Análisis socioeconómico: un aporte desde la academia a la actividad legislativa,True,2016,Editorial Centro de investigaciones y altos estudios legislativos,Editorial Centro de investigaciones y altos estudios legislativos,,183 - 192 2,Ciudadanía;Corte Constitucional de Colombia ;Democracia ;Derechos Humanos ;Economía;Justicia transicional;Paz;Poder político;Posconflicto;Víctimas,"Ciencias Sociales;Ciencias Políticas;Administración Pública, Ciencias Sociales;Derecho;Derecho , Ciencias Sociales;Geografía Social y Económica;Estudios Urbanos (Planificación y Desarrollo), Humanidades;Otras Humanidades;Filosofía, Ciencias Sociales;Ciencias Políticas;Ciencias Políticas","Administración pública, defensa y seguridad social",El fomento del desarrollo social y económico focalizado a la luz de los diálogos de La Habana,Análisis socioeconómico: un aporte desde la academia a la actividad legislativa
0001287974,"LEONARDO SABOGAL MURCIA, CARLOS ANDRES RUIZ SOTO, LUIS GABRIEL RODRIGUEZ DE LA ROSA",EL FOMENTO AL DESARROLLO SOCIAL Y ECONÓMICO FOCALIZADO A LA LUZ DE LOS DIÁLOGOS DE LA HABANA,Análisis socioeconómico: un aporte desde la academia a la actividad legislativa,False,2016,Editorial Centro de investigaciones y altos estudios legislativos,Editorial Centro de investigaciones y altos estudios legislativos,,223 - 240 1,No Aplica,Ciencias Sociales;Derecho;Derecho ,No Aplica,EL FOMENTO AL DESARROLLO SOCIAL Y ECONÓMICO FOCALIZADO A LA LUZ DE LOS DIÁLOGOS DE LA HABANA,Análisis socioeconómico: un aporte desde la academia a la actividad legislativa
0001287974,"STEPHANIE OLIVEROS ORTIZ, LEONARDO SABOGAL MURCIA",La transmutación implícita en la justiciabilidad de derechos por la Corte Constitucional colombiana: caso de los derechos a la consulta previa y al ambiente sano,Interpretación del Derecho Contemporáneo en el marco de las decisiones judiciales y políticas,False,2021,Editorial Bonaventuriana,Editorial Bonaventuriana,,17 - 35 1,No Aplica,"Ciencias Sociales;Derecho;Derecho , Ciencias Sociales;Ciencias Políticas;Ciencias Políticas",Educación,La transmutación implícita en la justiciabilidad de derechos por la Corte Constitucional colombiana: caso de los derechos a la consulta previa y al ambiente sano,Interpretación del Derecho Contemporáneo en el marco de las decisiones judiciales y políticas
0001287974,"CRISTIAN DAVID OCAMPO MACIAS, LEONARDO SABOGAL MURCIA",Crisis democrática y pandemia en Colombia,Lo que el COVID-19 nos dejó Reflexiones académicas para entender la sociedad después de la Pandemia,False,2023,Editorial Universidad Autónoma de Occidente,Editorial Universidad Autónoma de Occidente,,5 - 16 1,No Aplica,"Ciencias Sociales;Derecho;Derecho , Ciencias Sociales;Ciencias Políticas;Ciencias Políticas, Humanidades;Otras Humanidades;Filosofía",No Aplica,Crisis democrática y pandemia en Colombia,Lo que el COVID-19 nos dejó Reflexiones académicas para entender la sociedad después de la Pandemia
0000110851,LILIANA CHARRY LOZANO,Aproximaciones sobre la conducta suicida,Palogia Foense: Un enfoque centrado en Derechos Humanos,False,2014,Instituto Nacional de Medicina Legal,Instituto Nacional de Medicina Legal,,315 - 330,No Aplica,No Aplica,No Aplica,Aproximaciones sobre la conducta suicida,Palogia Foense: Un enfoque centrado en Derechos Humanos
0000110851,LILIANA CHARRY LOZANO,"Guia sobre la realización de pericias psiquiátricas y psicológicas forenses mediante autopsia psciologica en determinación de la manera de muerte versión 01, septiembre de 2010",protocolo de evaluación basica y guias complementarias en psiquiatría y psicologia forenses compilado,False,2012,Instituto Nacional de Medicina Legal y Ciencias Forenses,Instituto Nacional de Medicina Legal y Ciencias Forenses,,279 - 298,No Aplica,No Aplica,No Aplica,"Guia sobre la realización de pericias psiquiátricas y psicológicas forenses mediante autopsia psciologica en determinación de la manera de muerte versión 01, septiembre de 2010",protocolo de evaluación basica y guias complementarias en psiquiatría y psicologia forenses compilado
0001138316,"EDUARDO ANDRES CHILITO PIAMBA, LUIS FERNANDO CALVACHE CEBALLOS",Violencia política y participación electoral: incidencia de los actores armados ilegales en las elecciones locales en Colombia,Mapas Y Factores De Riesgo Electoral: Elecciones De Autoridades Locales En Colombia 2015,True,2015,Fundacion Konrad Adenauer Stiftung Y Otras,Fundacion Konrad Adenauer Stiftung Y Otras,,325 - 335,No Aplica,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas,No Aplica,Violencia política y participación electoral: incidencia de los actores armados ilegales en las elecciones locales en Colombia,Mapas Y Factores De Riesgo Electoral: Elecciones De Autoridades Locales En Colombia 2015
0001138316,"EDUARDO ANDRES CHILITO PIAMBA, LUIS FERNANDO CALVACHE CEBALLOS",Reconfiguración del mapa político del Departamento del Cauca en el marco del posconflicto.,"Polarización y posconflicto: las elecciones nacionales y locales en Colombia, 2014-2017",True,2018,Alfaomega Ediciones Uniandes,Alfaomega Ediciones Uniandes,,291 - 323,Conflicto armado;Conflicto;Formación de paz;Participación política,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas,Educación,Reconfiguración del mapa político del Departamento del Cauca en el marco del posconflicto.,"Polarización y posconflicto. Las elecciones nacionales y locales en Colombia, 2014-2017"
0001138316,LUIS FERNANDO CALVACHE CEBALLOS,"Privatización de la seguridad ciudadana y configuración del orden local en Medellín, Colombia en el siglo XXI","XIII Congreso Nacional de Ciencia Política : la política en entredicho : volatilidad global, desigualdades persistentes y gobernabilidad democrática",False,2017,Sociedad Argentina de Análisis Político,Sociedad Argentina de Análisis Político,,10106 - 10124,No Aplica,Ciencias Sociales;Derecho;Derecho ,No Aplica,"Privatización de la seguridad ciudadana y configuración del orden local en Medellín, Colombia en el siglo XXI","XIII Congreso Nacional de Ciencia Política : la política en entredicho : volatilidad global, desigualdades persistentes y gobernabilidad democrática"
0001138316,LUIS FERNANDO CALVACHE CEBALLOS,Polarización política en tiempos del Posacuerdo: factores de riesgo en las elecciones locales de 2019 en el departamento del Cauca,Mapas y Factores de Riesgo Electoral: Elecciones de autoridades locales en Colombia 2019,True,2019,Misión de Observación Electoral MOE,Misión de Observación Electoral MOE,,511 - 525,Conflicto armado;Conflicto;Liderazgo político;Participación política;Posacuerdo,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas,"Administración pública, defensa y seguridad social",Polarización política en tiempos del Posacuerdo: factores de riesgo en las elecciones locales de 2019 en el departamento del Cauca,Mapas y Factores de Riesgo Electoral: Elecciones de autoridades locales en Colombia 2019
0001138316,LUIS FERNANDO CALVACHE CEBALLOS,"Mapa de Riesgo Electoral en Circunscripciones Territoriales Especiales de Paz Region Pacifico Valle, Cauca y Narino 2022",Mapas y factores de riesgo electoral Elecciones Nacionales Colombia 2022,False,2022,Misión de Observación Electoral MOE,Misión de Observación Electoral MOE,,539 - 560 1,No Aplica,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas,No Aplica,"Mapa de Riesgo Electoral en Circunscripciones Territoriales Especiales de Paz Region Pacifico Valle, Cauca y Narino 2022",Mapas y factores de riesgo electoral Elecciones Nacionales Colombia 2022
0001138316,LUIS FERNANDO CALVACHE CEBALLOS,Nuevos y viejos escenarios: conflicto y elecciones en el posacuerdo. Departamento del Cauca 2015-2019,Paz en Crisis Territorializar la crisis.,False,2021,Publicaciones Universidad Distrital Francisco Jose De Caldas,Publicaciones Universidad Distrital Francisco Jose De Caldas,,121 - 146,No Aplica,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas,No Aplica,Nuevos y viejos escenarios: conflicto y elecciones en el posacuerdo. Departamento del Cauca 2015-2019,Paz en Crisis Territorializar la crisis.
0001565788,WILLIAM ANDRES ORDONEZ BASTIDAS,Responsabilidad del progenitor y del Estado colombiano frente a enfermedades hereditarias en la procreación análisis bioético y biojurídico.,Manual de Derecho Médico y sus aplicaciones,False,2020,Poemia,Poemia,,250 - 280,No Aplica,No Aplica,No Aplica,Responsabilidad del progenitor y del Estado colombiano frente a enfermedades hereditarias en la procreación análisis bioético y biojurídico.,Manual de Derecho Médico y sus aplicaciones
0001565788,WILLIAM ANDRES ORDONEZ BASTIDAS,REFLEXIÓN ACERCA DE LA NATURALEZA DE LA PROTECCIÓN JURÍDICA A LAS GENERACIONES FUTURAS,Bioderecho y derechos humanos. Perspectivas biojurídicas contemporáneas,False,2020,Jurídicas Unam,Jurídicas Unam,,153 - 168,No Aplica,Ciencias Sociales;Derecho;Derecho ,No Aplica,REFLEXIÓN ACERCA DE LA NATURALEZA DE LA PROTECCIÓN JURÍDICA A LAS GENERACIONES FUTURAS,Bioderecho y derechos humanos. Perspectivas biojurídicas contemporáneas
0001388035,"CARLOS ALBERTO OSPINA CAICEDO, NICOLAS ANTONIO OLIVERAS MERCADO, EDGAR LEONAIRO PENCUE FIERRO",Flow measurement in open channels based in digital image processing to debris flow study,"¿ Computational Modelling Of Objects Represented In Images: Findamentals, Methods And Applications Iii",False,2012,CRC Press,CRC Press,,49 - 53,No Aplica,"Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Vulcanología, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",No Aplica,Flow measurement in open channels based in digital image processing to debris flow study,"¿ Computational Modelling Of Objects Represented In Images: Findamentals, Methods And Applications Iii"
0000991422,"PAULO ANDRES VELEZ ANGEL, CARLOS DIEGO FERRIN BOLANOS",Decodificacion de Señales Cerebrales para Comando de Escenarios en Realidad Virtual,"Comunidad académica y ciudadanía. Zona C, un espacio de convergencia de la ciencia en el Valle del Cauca",False,2019,Universidad Icesi,Universidad Icesi,,77 - 91,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",No Aplica,Decodificacion de Señales Cerebrales para Comando de Escenarios en Realidad Virtual,"Comunidad académica y ciudadanía. Zona C, un espacio de convergencia de la ciencia en el Valle del Cauca"
0000000555,DAGOBERTO MAYORCA TORRES,Diseño de un sistema de visión por computador en tiempo real para la determinación de características morfológicas y movilidad de esperma humano,Memorias Congreso Internacional de Ciencias Básicas e Ingeniería 2016,False,2016,Editorial Unillanos,Editorial Unillanos,,1 - 6,No Aplica,No Aplica,No Aplica,Diseño de un sistema de visión por computador en tiempo real para la determinación de características morfológicas y movilidad de esperma humano,Memorias Congreso Internacional de Ciencias Básicas e Ingeniería 2016
0000000555,DAGOBERTO MAYORCA TORRES,Reconocimiento de partículas en un caudal por medio de señales acústicas,Una oportunidad para la divulgación de la Investigación formativa y la formación para la investigación,True,2018,Editorial UNIMAR,Editorial Unimar,,827 - 841,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático",No Aplica,Reconocimiento de partículas en un caudal por medio de señales acústicas,Una oportunidad para la divulgación de la Investigación formativa y la formación para la investigación
0000000555,DAGOBERTO MAYORCA TORRES,Sistema de escaneo 3d mediante iluminación estructurada de piezas tridimensionales para uso industrial,Una oportunidad para la divulgación de la Investigación formativa y la formación para la investigación,True,2018,Editorial UNIMAR,Editorial Unimar,,869 - 874,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático",No Aplica,Sistema de escaneo 3d mediante iluminación estructurada de piezas tridimensionales para uso industrial,Una oportunidad para la divulgación de la Investigación formativa y la formación para la investigación
0000000555,DAGOBERTO MAYORCA TORRES,Prototipo de Robot de Búsqueda basado en Arduino y Raspberry Pi 3,Una oportunidad para la divulgación de la Investigación formativa y la formación para la investigación,True,2018,Editorial UNIMAR,Editorial Unimar,,855 - 867,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático",No Aplica,Prototipo de Robot de Búsqueda basado en Arduino y Raspberry Pi 3,Una oportunidad para la divulgación de la Investigación formativa y la formación para la investigación
0000000555,DAGOBERTO MAYORCA TORRES,Prototipo de Robot de Búsqueda basado en Arduino y Raspberry Pi 3,Una oportunidad para la divulgación de la Investigación formativa y la formación para la investigación,False,2018,Editorial UNIMAR,Editorial Unimar,,855 - 867,No Aplica,No Aplica,No Aplica,Prototipo de Robot de Búsqueda basado en Arduino y Raspberry Pi 3,Una oportunidad para la divulgación de la Investigación formativa y la formación para la investigación
0000000555,DAGOBERTO MAYORCA TORRES,Reconocimiento de partículas en un caudal por medio de señales acústicas,Una oportunidad para la divulgación de la Investigación formativa y la formación para la investigación,False,2018,Editorial UNIMAR,Editorial Unimar,,827 - 841,No Aplica,No Aplica,No Aplica,Reconocimiento de partículas en un caudal por medio de señales acústicas,Una oportunidad para la divulgación de la Investigación formativa y la formación para la investigación
0000000555,DAGOBERTO MAYORCA TORRES,Sistema de escaneo 3d mediante iluminación estructurada de piezas tridimensionales para uso industrial,Una oportunidad para la divulgación de la Investigación formativa y la formación para la investigación,False,2018,Editorial UNIMAR,Editorial Unimar,,869 - 874,No Aplica,No Aplica,No Aplica,Sistema de escaneo 3d mediante iluminación estructurada de piezas tridimensionales para uso industrial,Una oportunidad para la divulgación de la Investigación formativa y la formación para la investigación
0000000555,DAGOBERTO MAYORCA TORRES,Design of a mechatronic prototype to control the milk coagulation process in cheese making,2020 IX International Congress of Mechatronics Engineering and Automation (CIIMA),False,2020,IEEE Publications,IEEE Publications,,1 - 6,No Aplica,No Aplica,No Aplica,Design of a mechatronic prototype to control the milk coagulation process in cheese making,2020 IX International Congress of Mechatronics Engineering and Automation (CIIMA)
0000000555,DAGOBERTO MAYORCA TORRES,Kernel-Spectral-Clustering-Driven Motion Segmentation: Rotating-Objects First Trials,Latin American Workshop on Computational Neuroscience 2019,False,2019,"Springer Publishing Company, Inc.","Springer Publishing Company, Inc.",,30 - 40,No Aplica,No Aplica,No Aplica,Kernel-Spectral-Clustering-Driven Motion Segmentation: Rotating-Objects First Trials,Latin American Workshop on Computational Neuroscience 2019
0000000555,DAGOBERTO MAYORCA TORRES,Method for the Improvement of Knee Angle Accuracy Based on Kinect and IMU: Preliminary Results,Latin American Workshop on Computational Neuroscience 2019,False,2019,"Springer Publishing Company, Inc.","Springer Publishing Company, Inc.",,189 - 199,No Aplica,No Aplica,No Aplica,Method for the Improvement of Knee Angle Accuracy Based on Kinect and IMU: Preliminary Results,Latin American Workshop on Computational Neuroscience 2019
0000000555,"DAGOBERTO MAYORCA TORRES, ANDRES FELIPE CORAL FLORES",Biopotential Signals Acquisition from the Brain Through the MindWave Device: Preliminary Results,International Conference on Applied Technologies,False,2020,"Springer Publishing Company, Inc.","Springer Publishing Company, Inc.",,139 - 152,No Aplica,No Aplica,No Aplica,Biopotential Signals Acquisition from the Brain Through the MindWave Device: Preliminary Results,International Conference on Applied Technologies
0000000555,DAGOBERTO MAYORCA TORRES,Diseño y construcción de una banda mecánica para la selección de objetos de color,"Investigación al centro Ciencia, tecnología e innovación en la Universidad Mariana",False,2017,Editorial Unimar,Editorial Unimar,,413 - 428,No Aplica,No Aplica,No Aplica,Diseño y construcción de una banda mecánica para la selección de objetos de color,"Investigación al centro Ciencia, tecnología e innovación en la Universidad Mariana"
0000000555,DAGOBERTO MAYORCA TORRES,Prototipo vehículo controlado por visión artificial,"Investigación al centro Ciencia, tecnología e innovación en la Universidad Mariana",False,2017,Editorial Unimar,Editorial Unimar,,263 - 278,No Aplica,No Aplica,No Aplica,Prototipo vehículo controlado por visión artificial,"Investigación al centro Ciencia, tecnología e innovación en la Universidad Mariana"
