idcvlac,autor,nombre,tipo,verificado,nombre_comercial,contrato_registro,lugar,fecha,plataforma,ambiente,palabras,areas,sectores
0001492988,"KATERINE MARCELES VILLALBA, SILER AMADOR DONADO, ELKIN FABER ORTIZ MARTINEZ, CRISTIAN FABIAN BRAVO MOSQUERA",SINSEÑAS V.2.0,Computacional,False,SINSEÑAS V.2.0,,Colombia,2022,Es una plataforma amigable y portable construida con herramientas de software libre,A personas interesadas en el aprendizaje con el lenguaje de Señas,Alfabetizacion;Aprendizaje;Apps;Controles;Investigación;Salud,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"KATERINE MARCELES VILLALBA, DANIEL ALEXANDER FAJARDO ORDONEZ, EDUAR RUIZ GOMEZ, NELSON ALEJANDRO HOYOS HURTADO, GABRIEL ELIAS CHANCHI GOLONDRINO",Playdisgram,Computacional,True,Playdisgram,,Colombia,2020,Es una plataforma flexible y estable,Entorno educativo,Inclusión;Juegos serios;Salud ;usabilidad;Video Juego,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"KATERINE MARCELES VILLALBA, CRISTIAN FABIAN BRAVO MOSQUERA, MANUEL FRANCISCO SILVA JOAQUI",SINSEÑAS,Computacional,False,SINSEÑAS,,Colombia,2022,La plataforma donde se implementó la aplicación es de tipo multi-plataforma,Su impacto es de tipo innovador y social,Aprendizaje;Inclusión,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"KATERINE MARCELES VILLALBA, ANDRES GUTIERREZ, SEBASTIAN MONDRAGON, DANIEL POSADA",CROWN THE VIRUS,Computacional,True,CROWN THE VIRUS,,Colombia,2020,El vídeo juego fue creado bajo Unity,Muy agradable emplear Scrum en la gestión de proyectos,Aprendizaje;Educación Superior;Juegos serios;usabilidad;Video Juego,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"KATERINE MARCELES VILLALBA, FABIAN ANDRES MUNOZ LOZADA, EDISSON YESID CHARFUELAN GONZALEZ",SIMULADOR DE CIRCUITOS ELÉCTRICOS,Computacional,False,SIMULADOR DE CIRCUITOS ELÉCTRICOS,,Colombia,2021,"Se desarrolló bajo un lenguaje multiplataforma como es Java, el cual permite adaptarse a cualquier sistema operativo",El contexto en que se desarrolla es académico y el público interesado educativo,Alfabetizacion;Aprendizaje;TAC;Plataforma de servicios,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"KATERINE MARCELES VILLALBA, MARTA CECILIA CAMACHO OJEDA, SILER AMADOR DONADO, ELKIN FABER ORTIZ MARTINEZ, DAVID ARMANDO BENAVIDES ZUNIGA",MASSIVE EVENTS,Computacional,False,MASSIVE EVENTS,,Colombia,2022,Es una plataforma amigable y portable construida con herramientas de software libre,A diferentes sectores donde se tengan espacios grandes,Alfabetizacion;Aprendizaje,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"KATERINE MARCELES VILLALBA, GABRIEL ELIAS CHANCHI GOLONDRINO, JULIAN DAVID ORDONEZ FERNANDEZ, HERBER MAURICIO ZAMBRANO SEMANATE, MILLER OTERO DAGUA",Oximeter-Test,Computacional,False,Oximeter-Test,,Colombia,2020,Python empleado para el desarrollo de la aplicación,Es un ambiente capaz de adaptarse a las necesidades y más ahora en tiempos de Pandemia se convierte en una herramienta muy útil,Colaborativo;usabilidad;Invidentes,No Aplica,Educación
0001492988,"DIEGO FELIPE MUNOZ MOSQUERA, KATERINE MARCELES VILLALBA",IPE_4IMAGENES_COLOMBIA,Computacional,False,IPE_4IMAGENES_COLOMBIA,No aplica,Colombia,2021,"Se desarrolló bajo una multiplataforma, el cual permite adaptarse a cualquier sistema operativo",El contexto en que se desarrolla es académico y el público interesado educativo,Aprendizaje;Colaborativo;Alfabetizacion;Juegos serios,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"KATERINE MARCELES VILLALBA, EDER JULIAN SERNA RIVERA, JHON EDINSON FANDINO SALINAS",SPORT ACTIVITY,Computacional,False,SPORT ACTIVITY,,Colombia,2022,Plataforma que se desarrollo bajo un entorno de desarrollo multiplataforma y web,Ambiente que se implementó fue basado en uso de software libre,Alfabetizacion;Aprendizaje;Colaborativo,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"JUAN JOSE CAIZA NARVAEZ, KATERINE MARCELES VILLALBA",APLICACIÓN MÓVIL EAR,Computacional,False,APLICACIÓN MÓVIL EAR,,Colombia,2020,La plataforma es amigable y usable,A todo público está orientado,Apps;Inclusión;Salud ;usabilidad,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"EDWIN JAVIER COLLAZOS, KATERINE MARCELES VILLALBA, CRISTIAN ALEJANDRO ROJAS TRIANA",AMTRUI TRAVEL,Computacional,False,AMTRUI TRAVEL,,Colombia,2022,La plataforma donde se implementó la aplicación es de tipo multi-plataforma,Su impacto es de tipo innovador y social,Alfabetizacion;Apps;Aprendizaje,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"KATERINE MARCELES VILLALBA, SILER AMADOR DONADO, MARTA CECILIA CAMACHO OJEDA, ELKIN FABER ORTIZ MARTINEZ, DAVID ARMANDO BENAVIDES ZUNIGA",OARU,Computacional,False,APLICACIÓN DE REALIDAD AUMENTADA PARA LA UBICACIÓN DE ESPACIOS Y TIEMPOS,,Colombia,2022,Es una plataforma amigable y portable construida con herramientas de software libre,A diferentes sectores donde se tengan espacios grandes,Alfabetizacion;Aprendizaje;Educación Superior;Investigación,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"LUIS ALFONSO COLLAZOS CASTRO, KATERINE MARCELES VILLALBA",BRAC,Computacional,False,BRAC,,Colombia,2021,Se desarrolló en plataforma phyton,Bajo un contexto social,Base de Refrigeración;Apps,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Desarrollo de programas (software) y prestación de servicios en informática
0001492988,"EMERSON CARVAJAL SANDOVAL, KATERINE MARCELES VILLALBA, JULLY ANDREA RODRIGUEZ MUNOZ",RISK DATA COVID,Computacional,False,RISK DATA COVID,,Colombia,2022,Plataforma que se desarrollo fue bajo plataforma Java,Ambiente que se implementó fue basado en uso de software libre,Apps;Alfabetizacion;Controles;Colaborativo;Salud ;Plataforma de servicios,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Salud humana
0001492988,"ANGIE CAROLINA PILLIMUE, KATERINE MARCELES VILLALBA, MANUEL ALEJANDRO ORTEGA ROSAS",My Tomato Crop,Computacional,False,My Tomato Crop,2019,Colombia,2020,Plataforma Android Studio,El contexto instituciones agropecuarias y campesinos,Ecologias;usabilidad;Video Juego,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"KATERINE MARCELES VILLALBA, KAROL SILVANA GOMEZ BURBANO, ANGIE PAOLA NAVIA TINTINAGO",COMEDOR AUTOMÁTICO PARA PERROS Y GATOS K&P - COLITAS FELICES,Computacional,False,COMEDOR AUTOMÁTICO PARA PERROS Y GATOS K&P - COLITAS FELICES,,Colombia,2022,Plataforma que se desarrolló fue en App inventor,Ambiente que se implementó fue basado en uso de software libre,Apps;Aprendizaje;Ecologias,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"KATERINE MARCELES VILLALBA, JHON KENNEDY TUQUERRES MOSCOTE, DAMARIS MUNOZ ZUNIGA",SOCIAL PETS,Computacional,False,SOCIAL PETS,,Colombia,2022,Plataforma que se desarrollo fue de uso libre bajo un entorno de APP inventor,Ambiente que se implementó fue basado en uso de software libre,Apps;Alfabetizacion;Salud ;Reciclaje,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"KATERINE MARCELES VILLALBA, JUAN JOSE CAIZA NARVAEZ",MANUAL DE USUARIO APLICACIÓN MÓVIL BEET-EAR,Computacional,False,MANUAL DE USUARIO APLICACIÓN MÓVIL BEET-EAR,,Colombia,2019,Plataforma móvil,Social y de inclusión,Alfabetizacion;Aprendizaje;Colaborativo,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"KATERINE MARCELES VILLALBA, SILER AMADOR DONADO, MICHELLE DAYANA ROMERO LOPEZ, ALEXANDER MAMPOTES PIPI","Sistema de gestión unificada de amenaza (UTM), basada en un SBC",Computacional,False,"SISTEMA DE GESTIÓN UNIFICADA DE AMENAZA (UTM), BASADA EN UN SBC",,Colombia,2019,"Phyton, configuración en plataforma en Linux",Seguridad en las redes,Investigación;redes;seguridad en las redes inalámbricas;Seguridad informática;Sistema unificado de amenazas,"Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Desarrollo de programas (software) y prestación de servicios en informática
0001492988,"KATERINE MARCELES VILLALBA, GABRIEL ELIAS CHANCHI GOLONDRINO, ANDRES FELIPE MERA TROCHEZ, MANUEL ESTEBAN JARAMILLO REINEL",JUEGO COFFEE FUN,Computacional,False,JUEGO COFFEE FUN,,Colombia,2018,Plataforma Construct 2,Se implementó en el ámbito educativo,Aprendizaje;Café;Video Juego,Ingeniería y Tecnología;Ingeniería Ambiental;Ingeniería Ambiental y Geológica,Educación
0001492988,"KATERINE MARCELES VILLALBA, GABRIEL ELIAS CHANCHI GOLONDRINO, ASTRID ADRIANA ANACONA JIMENEZ",APLICACIÓN MÓVIL HEROTEST,Computacional,False,APLICACIÓN MÓVIL HEROTEST,,Colombia,2019,Plataforma APP Inventor,Se implementó en el ámbito educativo,Apps;Juegos serios;Tamizaje auditivo,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Educación
0001492988,"KATERINE MARCELES VILLALBA, SILER AMADOR DONADO, GERALDIN VERGARA FAJARDO, DIANA MARCELA MONTANO HURTADO",PENTESTER AUTOMATIZADO OWASP 2017 SOBRE UN SINGLE BOARD COMPUTER,Computacional,False,PENTESTER AUTOMATIZADO OWASP 2017 SOBRE UN SINGLE BOARD COMPUTER,,Colombia,2019,Se empleo phyton para la construcción de los scripts,Se desarrollo en un ambiente controlado y educativo,owasp;RASPBERRY PI;Controles,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Desarrollo de programas (software) y prestación de servicios en informática
0001492988,"KATERINE MARCELES VILLALBA, FABRICIO ESPINOZA GELIZ, GABRIEL ELIAS CHANCHI GOLONDRINO",GAMEZIN,Computacional,False,GAMEZIN,,Colombia,2018,Se desarrollo en plataforma Unity,Se implementó en el ámbito educativo,Juegos serios;Video Juego;Aprendizaje,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Educación
0001492988,"KATERINE MARCELES VILLALBA, JUAN CAMILO CANDO DELGADO, ANA MARIA VILLANI VILLANI",IPE-GPI,Computacional,False,IPE-GPI,,Colombia,2021,Se desarrollo en plataforma interactiva de uso libre,Bajo un contexto social y educativo,Aprendizaje;Alfabetizacion;Colaborativo,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Actividades de asesoramiento y consultoría a las empresas
0001492988,"KATERINE MARCELES VILLALBA, SEBASTIAN QUINTERO MUNERA, HAROL ARNALDO SAMBONI IMBACHI, HECTOR FABIO CRUZ",QUICK BOOKING APP,Computacional,False,QUICK BOOKING APP,,Colombia,2021,Se desarrollo en plataforma como un servicio web,Bajo un contexto social y gastronómico,Plataforma de servicios ;Café;Colaborativo;Controles,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Desarrollo Urbano
0001492988,"DIEGO ALEJANDRO DIAZ BONILLA, KATERINE MARCELES VILLALBA",EASY MATH APP,Computacional,False,EASY MATH APP,,Colombia,2022,La plataforma donde se implementó la aplicación es de tipo multi-plataforma,Su impacto es de tipo innovador y social,Alfabetizacion;Apps;Colaborativo;Educación Superior;Gestión de proyectos informáticos,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"KATERINE MARCELES VILLALBA, GABRIEL ELIAS CHANCHI GOLONDRINO, ANA MARIA ORDONEZ, ANGEL ANTONIO POTOSI, YEIMY LORENA SANCHEZ CONEJO",Pseudocódigo -Invidente,Computacional,False,Pseudocódigo -Invidente,,Colombia,2020,La plataforma fue desarrollada bajo parámetros de calidad y con el lenguaje de programación que manejaron los estudiantes,"Es una aplicación que tiene mucha importancia, dado que por el diseño está pensada para que personas con esta discapacidad pueda programar",Inclusión;Invidentes;Investigación;Salud,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"KATERINE MARCELES VILLALBA, LEONARDO CERON CRUZ, MARLON STIVEN GONZALEZ, GABRIEL ELIAS CHANCHI GOLONDRINO",GEAME-TROM,Computacional,False,GEAME-TROM,,Colombia,2020,La plataforma es amigable y usable,A todo público con déficit de atención,Colaborativo;Educación Superior;Investigación;usabilidad;Video Juego,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"LUIS GABRIEL LEDESMA BOLANOS, KATERINE MARCELES VILLALBA, FRANCISCO ANTONIO TUMBO CASSO",APRENDAMOS NASA YUWE,Computacional,False,APRENDAMOS NASA YUWE,,Colombia,2021,"Se desarrolló bajo la plataforma Android, el cual permite adaptarse a cualquier sistema operativo",El contexto en que se desarrolla es académico y el público interesado educativo,Alfabetizacion;Aprendizaje;Colaborativo;TAC;Video Juego;usabilidad,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"KATERINE MARCELES VILLALBA, ELKIN FABER ORTIZ MARTINEZ, DAVID ARMANDO BENAVIDES ZUNIGA",AR POSITION U,Computacional,False,AR POSITION U,,Colombia,2022,La plataforma donde se implementó la aplicación es de tipo multi-plataforma,Su impacto es de tipo innovador y social,Alfabetizacion;Apps;Investigación;Plataforma de servicios,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"KATERINE MARCELES VILLALBA, JULIAN DARIO VELASCO SILVA, PAULA ANDREA GUTIERREZ LEYTON, JHON EDUAR PECHENE",APP_SCT,Computacional,False,APP_SCT,,Colombia,2021,Se desarrollo en plataforma phyton,Bajo un contexto social,Aplicación para la selección de tomates;Apps;Aprendizaje;Controles;Ecologias;IoT,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Fabricación de equipos de informática y máquinas para oficinas
0001492988,"KATERINE MARCELES VILLALBA, LEANDRO ALBERTO BURBANO DAZA, JULIAN ANDRES MUNOZ PENA",BICIAPP,Computacional,False,BICIAPP,,Colombia,2022,Plataforma que se desarrolló fue móvil por su portabilidad,Ambiente que se implementó fue basado en uso de software libre,Apps;Aprendizaje,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0001492988,"ANTONIO JOSE COQUE DELGADO, KATERINE MARCELES VILLALBA, HERBERTH ALBERTO AUSECHA URBANO",SAFEPRO,Computacional,False,SAFEPRO,,Colombia,2020,La plataforma es amigable y usable,A todo público está orientado,Apps;Educación Superior;Inclusión;Juegos serios;Seguridad informática;usabilidad;Video Juego,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0000155379,"LEYDI ROCIO ERAZO PARUMA, HELDER YESID CASTRILLON COBO, SANDRA MILENA GOMEZ MUNOZ",Lectosord,Computacional,False,Lectosord,,Colombia,2019,,,Aprendizaje;Niños con deficiencia auditiva;Lectoescritura;Tecnologías de la información,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Educación
0000155379,"LEYDI ROCIO ERAZO PARUMA, JULIAN FERNANDO MUNOZ ORDONEZ, MICHAEL STIVENS PARDO BURBANO",Framework para la creación de dataset de programación genética relacionado con coberturas vegetales utilizando imágenes satelitales,Computacional,False,FPGIS-19,,Colombia,2019,,,Visión artificial;Procesamiento digital de imágenes,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,"Productos y servicios de recreación,culturales, artísticos y deportivos"
0001727629,MICHAEL STIVENS PARDO BURBANO,FRAMEWORK PARA LA CREACIÓN DE DATASET DE PROGRAMACIÓN GENÉTICA RELACIONADO CON COBERTURAS VEGETALES UTILIZANDO IMÁGENES SATELITALES,Computacional,False,FRAMEWORK PARA LA CREACIÓN DE DATASET DE PROGRAMACIÓN GENÉTICA RELACIONADO CON COBERTURAS VEGETALES UTILIZANDO IMÁGENES SATELITALES,,Colombia,2019,,,No Aplica,No Aplica,No Aplica
0001727629,MICHAEL STIVENS PARDO BURBANO,APLICACIÓN WEB PARA LA CLASIFICACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS E INORGÁNICOS,Computacional,False,EcologIA - Web,,Colombia,2020,,,No Aplica,No Aplica,No Aplica
0000920380,PEDRO HARVEY ALVAREZ SANCHEZ,SISTEMA DE EVALUACIÓN DOCENTE,Computacional,False,SILCAD,Acta Numero 8 del 13 de Abril de 2009,Colombia,2009,"PHP 5 , firebird",Web,Evaluación docente;producto software;sistema de evaluación,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Desarrollo de programas (software) y prestación de servicios en informática
0000411884,"NELSON FABIAN CHANTRE SANCHEZ, RICHARD MARCELO IMBACHI CHAVEZ",APROVECHAMIENTO DE RESIDUOS DE CAFÉ EN LA CONSTRUCCIÓN DE AGLOMERADOS,Computacional,False,AGLOMERADOS DE CAFE,CT 58 de 2019,Colombia,2019,"Arquitectura desarrolla en la App MVVM es una arquitectura desarrollada por Microsoft alrededor de 2004, cuando también se creó Windows Presentación Fundación. Esta arquitectura ha sido adoptada después por otros lenguajes y otras tecnologías, como pueden ser Java con Android o iOS con Apple, y resulta muy potente. Podemos ver aquí el esquema inicial de MVVM, el esquema clásico, el cual lo que prima es el desacoplamiento de toda la parte visual, toda la parte de lógica de negocio y todo el parte que va a ir relacionada con nuestra entidad",Explicación de las capas Para el desarrollo de las App Sales Desarrollo multiplataforma para dispositivos Android y IOS Sales Android Desarrollo de aplicativo para Android Sales IOS Desarrollo de aplicativo para IOS Sales api Servicio api Rest Full Sales Backend sistema para Aplicativo web Herramientas para el desarrollo y tecnología utilizada Herramientas * Visual estudio 2019 * Xamarin Forms * BD SQL server * Tecnología Utilizada: C#,app;cafe;residuos;Logistica;IoT,"Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería Industrial, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones","Agricultura, pecuaria, silvicultura, explotación forestal"
