idgruplac,verificado,tipo,nombre,lugar,fecha,isbn,editorial,autores
00000000002184,False,Libro resultado de investigación,Construir resistencias: La educación popular. Voces de mujeres desde el sur.,Colombia,2021,978-958-9022-31-3,Gamar Editores,STELLA PINO SALAMANCA
00000000003792,False,Libro resultado de investigación,Iso/Iec 29110 Para Procesos Software En Las Pequeñas Empresas,México,2019,9789587785661,AlfaOmega Grupo Editor,FRANCISCO JOSE PINO CORREA
00000000002175,False,Libro resultado de investigación,Conservemos el Norte,Colombia,2003,33-4376-5,Corporación ambiente y desarrollo,"JORGE PRUDENCIO LOZANO BOTACHE, HUGO RINCON GONZALEZ, HECTOR ALBERTO TORRES MURCIA, DIANA PATRICIA HERNANDEZ VERA"
00000000002175,False,Libro resultado de investigación,Agenda Regional de Investigación Ambiental para la Región del Pacífico Colombiano.,Colombia,2007,978-958-97962-6-9,Instituto de Investigaciones Ambientales del Pacífico,LUCIA EUFEMIA MENESES LUCUMI
00000000002175,False,Libro resultado de investigación,Ecología Histórica: Interacciones Sociedad-Ambiente A Distintas Escalas Espacio-Temporales,Colombia,2008,978-958-722-001-8,Editorial Universidad Tecnológica de Pereira,GUILLERMO ANDRES OSPINA RODRIGUEZ
00000000002175,False,Libro resultado de investigación,Cuerpos Inacabados. Del imaginario a la construcción quirúrgica del cuerpo. Un ejercicio etnografico desde Pasto,Alemania,2013,978-3-659-07127-0,Editorial Académica Española,JANETH ALEXANDRA CABRERA BRAVO
00000000002175,False,Libro resultado de investigación,"Estado Plurinacional, interculturalidad y derechos de la naturaleza",Ecuador,2015,978-9942-932-17-4,Universidad Estatal Amazónica,JAIRO TOCANCIPA FALLA
00000000002175,False,Libro resultado de investigación,Complejo de páramo de las hermosas,Colombia,2016,14-13-014-216,Ediorial Universidad Del Cauca,GUILLERMO ANDRES OSPINA RODRIGUEZ
00000000002175,False,Libro resultado de investigación,Caracterización sociocultural y económica. Complejo de Páramos Las Hermosas,Colombia,2016,978-958-732-203-3,Editorial Universidad Del Cauca,WALTER JULIAN QUINCHOA CAJAS
00000000002175,False,Libro resultado de investigación,Tecnologías de la información y la comunicación en poblaciones indígenas,Colombia,2017,978-958-759-167-5,Centro Editorial Universidad De Caldas,PAOLA ANDREA ACOSTA NATES
00000000021902,False,Libro resultado de investigación,Construcción De Cuerpo De Mujer Víctimas De Violencia Intrafamiliar.,España,2020,978-620-0-41887-6,Editorial Académica Española,LADY YOLIMA GOMEZ CHAVEZ
00000000011727,False,Libro resultado de investigación,CONFLICTOS Y EMERGENCIAS EN LAS TERRITORIALIDADES LATINOAMERICANAS,Colombia,2022,978-628-7501-72-0,Editorial Universidad Santiago de Cali,KELLY GIOVANNA MUNOZ BALCAZAR
00000000016909,False,Libro resultado de investigación,LABORATORIOS DE INNOVACION SOCIAL,Colombia,2022,978-958-8614-61-8,UNIAUTONOMA DEL CAUCA,PAULA ANDREA MORA PEDREROS
00000000015873,False,Libro resultado de investigación,"Pandillas Juveniles en Colombia: aproximaciones conceptuales, expresiones urbanas y posibilidades de intervención",Colombia,2017,78-958-58605-8-2,Ministerio de Justicia y del Derecho,"GILDARDO VANEGAS MUNOZ, JESUS DARIO GONZALEZ BOLANOS, JOSE NICOLAS LOPEZ VIVAS, JOHN ALEXANDER CASTILLO GARCES, WILLIAM DARIO CHARA ORDONEZ"
00000000015873,False,Libro resultado de investigación,La construcción de la paz,México,2020,978-607-8784-07-3,Universidad Autónoma del Estado de Morelos,ANGELICA MARIA ANICHIARICO GONZALEZ
00000000015873,False,Libro resultado de investigación,Debates Contemporáneos del Derecho. Una mirada de investigación sociojurídica en la Uniautónoma del Cauca,Colombia,2021,978-958-8614-47-2,Sello editorial Uniautónoma del Cauca,ANGELICA MARIA ANICHIARICO GONZALEZ
00000000015873,False,Libro resultado de investigación,"Democratización, inestabilidad y desigualdades en América Latina",Brasil,2021,978-65-87268-01-9,Asociación Latinoamericana de Ciencia Política,"DANILO CRUZ UZEDA, ELIZABETH RUANO IBARRA"
00000000015873,False,Libro resultado de investigación,Aportes integrales para la Minería en el Desarrollo Sostenible.,Colombia,2021,978-958-8614-56-4,Corporación Universitaria Autónoma del Cauca,"LAURA ELIZABETH GARCIA MENDEZ, BARBARA GONZALEZ MEDINA"
00000000015873,False,Libro resultado de investigación,Aportes integrales para la Minería en el Desarrollo Sostenible.,México,2021,978-607-8784-42-4,Editorial Universidad Autónoma del Estado de Morelos,"LAURA ELIZABETH GARCIA MENDEZ, BARBARA GONZALEZ MEDINA"
00000000015873,False,Libro resultado de investigación,Aproximaciones a los estudios organizacionales en el suroccidente colombiano,Colombia,2021,978-628-7501-48-5,Editorial Universidad Santiago de Cali,"JOSE LUIS DUQUE CEBALLOS, WILSON NOE GARCES AGUILAR"
00000000015873,False,Libro resultado de investigación,Aportes integrales para la Minería en el Desarrollo Sostenible.,México,2021,978-607-9287-43-6,Eternos Malabares,"LAURA ELIZABETH GARCIA MENDEZ, BARBARA GONZALEZ MEDINA"
00000000015873,False,Libro resultado de investigación,"La investigación jurídica en perspectiva multidisciplinar: Aportes para la comprensión de Realidades Sociales, Políticas y Jurídicas",Colombia,2021,978-958-8614-59-5,Sello editorial Uniautónoma del Cauca,ANGELICA MARIA ANICHIARICO GONZALEZ
00000000015873,False,Libro resultado de investigación,Una visión multidisciplinar a debates contemporáneos en Ciencias Sociales,Colombia,2022,978-958-8614-70-0,Sello editorial Uniautónoma del Cauca,ANGELICA MARIA ANICHIARICO GONZALEZ
00000000015873,False,Libro resultado de investigación,Políticas de Ação Afirmativa no Ensino Superior da América Latina,Brasil,2023,978-65-5637-686-8,Pontes editores,"ELIZABETH RUANO IBARRA, VIVIANE DE MELO RESENDE"
00000000007601,False,Libro resultado de investigación,EXISTIMOS SOMOS EL OTRO QUE DESDE SU ACONTECER ME ENSEÑA,España,2013,978-3-659-06721-1,EDITORIAL ACADEMICA ESPAÑOLA,FRANCISCO JAVIER PORTILLA GUERRERO
00000000007601,False,Libro resultado de investigación,AMERICA LATINA SOMOS TODO AQUELLO QUE NO PUDIMOS SER,España,2013,978-3-659-07482-0,EDITORIAL ACADEMICA ESPAÑOLA,FRANCISCO JAVIER PORTILLA GUERRERO
00000000006505,False,Libro resultado de investigación,Diseño De Entorno Con Tecnologías Emergentes Para Ciberseguridad,España,2022,978-620-3-88611-5,Editorial Académica Española,"KATERINE MARCELES VILLALBA, JUAN JOSE CAIZA NARVAEZ, SILER AMADOR DONADO"
00000000006505,False,Libro resultado de investigación,Herramienta educativa para la gestión de proyectos informáticos,España,2022,978-620-3-88707-5,Editorial Académica Española,"KATERINE MARCELES VILLALBA, ANA MARIA VILLANI VILLANI, JUAN CAMILO CANDO DELGADO"
00000000006505,False,Libro resultado de investigación,SELECCIÓN DE ANTECEDENTES CONCEPTUALES DE UN MARCO DE CIBERSEGURIDAD,España,2023,978-620-2-11413-4,Editorial Académica Española,"KATERINE MARCELES VILLALBA, SILER AMADOR DONADO, YEISON ISAAC LLANTE LUCIO, SANTIAGO ORDONEZ TUMBO"
00000000006505,False,Libro resultado de investigación,LA REALIDAD A TRAVÉS DE UN MÓVIL,España,2023,978-620-2-11416-5,Editorial Académica Española,"KATERINE MARCELES VILLALBA, ELKIN FABER ORTIZ MARTINEZ, DAVID ARMANDO BENAVIDES ZUNIGA"
00000000006175,False,Libro resultado de investigación,Experiencias Significativas En El Relacionamiento Universidad Empresa Estado: Un Espacio Para La Innovación Abierta En El Sur-Occidente Colombiano,Colombia,2011,978-958-732-093-0,Editorial Universidad Del Cauca,BLANCA LILIA BONILLA PAZ
00000000006175,False,Libro resultado de investigación,"Docencia, investigación e innovación",Colombia,2022,978-958-53925-7-1,Corporación Centro Internacional de Marketing Territorial para la Educación y el Desarrollo,YESID EDIBER ANACONA MOPAN
00000000002175,False,Libro resultado de investigación,El Enemigo Interno En Colombia,Ecuador,2007,978-9978-22-655-1,Abya - Yala,MAGDA AHUMADA PARDO
00000000002175,False,Libro resultado de investigación,El Cauca: Anternativas De Paz Y Gobernabilidad. Mongrafia Del Conflicto Armado,Colombia,2003,958-95450-3-3,Editorial El Malpensante,"MYRIAM AMPARO ESPINOSA BALLEN, CARLOS ARIEL RUIZ, NATHALIA URBANO, EDUARDO GOMEZ CEBALLOS, ALESSANDRO TORRES, CAROLIUNA GARCIA"
00000000003792,False,Libro resultado de investigación,Calidad de Sistemas de Información. 5ª edición ampliada y actualizada,España,2019,978-84-9964-856-9,RA-MA,FRANCISCO JOSE PINO CORREA
00000000002175,False,Libro resultado de investigación,La Formación del Estado - Nación y las Ciencias Sociales en Colombia,Colombia,2000,,958-96558-7-4,JAIRO TOCANCIPA FALLA
00000000007141,False,Libro resultado de investigación,"Política, Derecho Y Justicia Social ",Colombia,2008,978-958-732-007-7,Universidad del Cauca,"ARISTIDES OBANDO CABEZAS, DELFIN IGANCIO GRUESO, DIANA PATRICIA QUINTERO, NUMAS ARMANDO GIL OLIVERA, MANUEL GUILLERMO RODRIGUEZ, OSCAR MEJIA QUINTANA, RODOLFO ARANGO, CARLOS ALFREDO SANCHEZ MAFLA, AUGUSTO VELASQUEZ FORERO"
00000000007141,False,Libro resultado de investigación,Derecho Y Justicia En El Pluralismo Y La Globalizacion,México,2011,978-607-7771-43-2,Universidad Autonoma Del Estado De Morelos,ARISTIDES OBANDO CABEZAS
00000000007141,False,Libro resultado de investigación,Etica Para La Tecnociencia,Colombia,2014,978-607-96457-1-7,ASOCIACION IBEROAMERICANA DE FILOSOFÍA PRÁCTICA,GUSTAVO ZORRILLA VELASQUEZ
00000000007141,False,Libro resultado de investigación,"Globalización neoliberal y reconfoguración capitalista en Colombia, (Resultado de tesis doctoral)",Colombia,2017,978-958-732-244-6,Editorial Universidad Del Cauca,AUGUSTO VELASQUEZ FORERO
00000000007141,False,Libro resultado de investigación,EL DAÑO EXTRAPATRIMONIAL Y SU REPARACIÓN,Colombia,2018,978-958-676-719-4,Ediciones Doctrina Y Ley Ltda,LUIS GUILLERMO SERRANO ESCOBAR
00000000007141,False,Libro resultado de investigación,LA HUELGA Y LOS SERVICIOS ESENCIALES EN COLOMBIA. Análisis a partir de la Constitución de 1991 y la Organización Internacional del Trabajo,México,2019,9786079851316,Asociación Iberoamericana de filosofía práctica,JENNY ESPERANZA TORRES MARTINEZ
00000000007141,False,Libro resultado de investigación,DERECHO Y GLOBALIZACIÓN. La ciudadanía como un mínimo universal,Colombia,2021,978-958-732-470-9,Editorial Universidad Del Cauca,ARISTIDES OBANDO CABEZAS
00000000004650,False,Libro resultado de investigación,Apiterapia Como Modalidad Complementaria A La Fisioterapia,Alemania,2011,978-3-8454-9381-7,EDITORIAL ACADEMICA ESPAÑOLA,RAQUEL AMALIA VELEZ TOBAR
00000000004650,False,Libro resultado de investigación,Nintendo Wii: Instrumento para entrenar la Propiocepción en el Deporte,España,2017,978-3639691443,EDITORIAL ACADEMICA ESPAÑOLA,RAQUEL AMALIA VELEZ TOBAR
00000000002936,False,Libro resultado de investigación,Entre-Textos.La Comprensión De Textos Escritos En La Educación Primaria,Colombia,2003,958-670-263-4,Artes Graficas Facultad De Humanidades Univalle,"PILAR MIRELY CHOIS LENIS, GLORIA RINCON, ADRIANA DE LA ROSA, ROSA MARIA NINO"
00000000002936,False,Libro resultado de investigación,La Comprensión Lectora En El Contexto De La Teoría Sociocultural,Colombia,2011,978-958-8303-73-4,Editorial Universidad Santiago de Cali,AMPARO LOPEZ HIGUERA
00000000002936,False,Libro resultado de investigación,Texto Guia De Estrategias De Estimulacion Del Lenguaje Oral En El Nivel Semantico,Colombia,2011,9789587320817,Editorial Universidad Del Cauca,"ISABEL MUNOZ ZAMBRANO, MIRIAM IVONNE CAMPO SARZOSA"
00000000002161,False,Libro resultado de investigación,Psiconeuroinmunología Para La Práctica Clínica,Colombia,2009,978-958-670-717-6,Programa Editorial Universidad Del Valle,"JULIO CESAR KLINGER HERNANDEZ, JULIAN A HERRERA"
00000000002135,False,Libro resultado de investigación,Catalogo de los Anfibios de la Coleccion de Referencia Del Museo De Historia Natural De La Universidad Del Cauca,Colombia,2007,978-958-44-1503-5,Editorial Universidad Del Cauca,"JIMMY ALEXANDER GUERRERO VARGAS, EDWIN ROYER CORAL PLAZA, MARIA DEL PILAR RIVAS PAVA, ANNY KATHERINE MENESES MOSQUERA, SANTIAGO AYERBE GONZALEZ"
00000000002135,False,Libro resultado de investigación,Catálogo de Reptiles Presentes en las Colecciones de Referencia y Exhibición del Museo de Historia Natural de la Universidad del Cauca,Colombia,2007,978-958-44-1926-2,Taller Editorial Universidad Del Cauca,"SANTIAGO AYERBE GONZALEZ, FRANCIA MILENA ARRIETA GUEVARA, CARLOS ANDRES CHANTRE ORTIZ, EDWIN ROYER CORAL PLAZA, JIMMY ALEXANDER GUERRERO VARGAS"
00000000000592,False,Libro resultado de investigación,Biodiversidad para la soberanía alimentaria,Colombia,2007,9589451311,Editorial Universidad Del Cauca,"JUAN PABLO PAZ CONCHA, CONSUELO MONTES ROJAS, MARLENY PAZ MAYORGA, SANDRA CORONEL"
00000000000592,False,Libro resultado de investigación,Biodiversidad para la soberanía alimentaria,Colombia,2007,978-958-9451-31-1,Universidad del Cauca,"CONSUELO MONTES ROJAS, SANDRA CORONEL, NESTOR MEDINA, JUAN PABLO PAZ, MARLENY PAZ M"
00000000000592,False,Libro resultado de investigación,Biodiversidad para la soberanía alimentaria,Colombia,2007,9789589482636,Editorial El Buho,"JUAN PABLO PAZ CONCHA, CONSUELO MONTES ROJAS, MARLENY PAZ MAYORGA, SANDRA CORONEL, NESTOR MEDINA"
00000000000592,False,Libro resultado de investigación,Biodiversidad para la soberanía alimentaria,Colombia,2007,978-958-9451-32-8,Universidad del Cauca,"CONSUELO MONTES ROJAS, JUAN PABLO PAZ C, MARLENY PAZ M, SANDRA H CORONEL"
00000000000592,False,Libro resultado de investigación,Leche Cruda Y Leche Pasteurizada Analisis De La Competitividad Restringida De La Cadena Lactea Formal Y La Cadena Lactea Informal En Popayan Cauca,Colombia,2007,958-9451-52-7,Ediorial Universidad Del Cauca,JOSE FERNANDO GRASS RAMIREZ
00000000000592,False,Libro resultado de investigación,Variables De Proceso Y Caracterizacion Fisicoquimica Microscopica Termica Y Mecanica De Almidon Agrio De Yuca Termoplastificado Por Extrusion,Colombia,2007,958-9451-61-6,Editorial Universidad Del Cauca,JOSE FERNANDO GRASS RAMIREZ
00000000000592,False,Libro resultado de investigación,Manejo Tecnico Para La Produccion De Aguacate Variedad Hass En La Meseta De Popayan,Colombia,2010,978-958-732-086-2,Universidad del Cauca,"VICTOR FELIPE TERAN GOMEZ, IVAN PAZ, FRANCY VIVIANA NARVAEZ CERON"
00000000000592,False,Libro resultado de investigación,Especies Arbóreas De Los Bosques Naturales De Smurfit Kappa Cartón De Colombia Ubicados En La Meseta De Popayán,Colombia,2011,978-958-732-077-0,Estelar Impresores,"CATALINA GARCIA SOLORZANO, HARVEY MARIN PALADINES, DIMAN MORIONES RUIZ, MONICA ALEXANDRA MUNOZ MUNOZ, CRISTIAN VALENCIA AGUILAR"
00000000000592,False,Libro resultado de investigación,Vivimos del mate. Voces y testimonios de mujeres afropatianas,Colombia,2016,978-958-732-197-5,Universidad del Cauca,LUIS ANTONIO ROSAS GUEVARA
00000000000592,False,Libro resultado de investigación,La Agroecología una estrategia en Educación Ambiental,Colombia,2020,978-958-732-441-9,Universidad del Cauca,GUSTAVO ADOLFO ALEGRIA FERNANDEZ
00000000000592,False,Libro resultado de investigación,La Agroecología una estrategia en Educación Ambiental,Colombia,2020,978-958-732-440-2,Universidad del Cauca,GUSTAVO ADOLFO ALEGRIA FERNANDEZ
00000000001155,False,Libro resultado de investigación,Globalizacion Y Derechos Indigenasel Caso De Colombia,México,2006,970-32-3454-2,Universidad Nacional Autonoma de México,JUAN DIEGO CASTRILLON ORREGO
00000000002174,False,Libro resultado de investigación,Multilingua Aplicada,Colombia,2005,9589475949,Universidad del Cauca,HELVIA BRAENDLY DE BUCHELI
00000000002174,False,Libro resultado de investigación,"POPAYÁN, CIUDAD CULTURAL. CASO DE MARKETING DE CIUDADES: UNA ESTRATEGIA DE MARKETING PARA EL DESARROLLO TURÍSTICO DE LA CIUDAD DE POPAYÁN",Colombia,2010,978-0-557-31627-4,LULU.COM,ANGELA ROCIO CHANTRE ASTAIZA
00000000002174,False,Libro resultado de investigación,LA TECNOLOGÍA NFC COMO NUEVO SOPORTE PARA EL MARKETING MOVIL: ESTADO DEL ARTE PARA LA APLICACIÓN AL MARKETING TURÍSTICO,Colombia,2010,978-0-557-32308-1,LULU.COM,ANGELA ROCIO CHANTRE ASTAIZA
00000000002174,False,Libro resultado de investigación,El Desarrollo Turístico Del Departamento Del Cauca - Colombia: Una Visión Desde La Academia,Colombia,2010,978-958-732-065-7,Ediorial Universidad Del Cauca,ANDRES JOSE CASTRILLON MUNOZ
00000000002142,False,Libro resultado de investigación,Potencialidades De La Flora Andina: 100 Plantas Utiles Del Macizo Colombiano,Colombia,2012,978-958-732-102-9,Editorial Universidad Del Cauca,GIOVANNI VARONA BALCAZAR
00000000002142,False,Libro resultado de investigación,"Valoración Del Conocimiento, Uso, Manejo Y Prácticas De Conservación De La Diversidad De Recursos Forestales No Maderables En Diferentes Ambientes Socioculturales De La Region Del Pacífico Colombiano",Colombia,2013,9789589900925,Universidad De Narino,"OLGA LUCIA SANABRIA DIAGO, DIEGO JESUS MACIAS PINTO, BERNARDO RAMIRO RAMIREZ PADILLA, GIOVANNI VARONA BALCAZAR, HECTOR EMILIO RAMIREZ CHAVES, NAYIBE PINO, CAROLINA FEUILLET HURTADO, AIDA ELENA BACA GAMBOA, ALBA MARINA TORRES"
00000000002142,False,Libro resultado de investigación,"Flora genérica vascular de la cuenca alta del Guamués (La Cocha), Nariño, Colombia",Colombia,2015,978-958-8609-96-6,Editorial Universitaria - Universidad de Nariño,"BERNARDO RAMIRO RAMIREZ PADILLA, SANDRA MILENA URBANO APRAEZ, MARTHA SOFIA GONZALEZ I"
00000000002142,False,Libro resultado de investigación,PLANTAS MEDICINALES EN LA ZONA CAFETERA Y DE PARAMO DE JAMBALO CAUCA COLOMBIA,Colombia,2019,978-958-732-347-4,Editorial Universidad Del Cauca,"GERARDO MONTENEGRO PAZ, GISELA MABEL PAZ PERAFAN"
00000000002142,False,Libro resultado de investigación,Flora de la Microcuenca Lame,Colombia,2020,978-958-52766-1-1,Promotora de Desarrollo Sustentable S.A.S,LUIS EDUARDO LOPEZ VARGAS
00000000002142,False,Libro resultado de investigación,Biodiversidad de la cuenca media del río Cauca: Una mirada crítica,Colombia,2020,978-958-52766-0-4,Promotora de Desarrollo Sustentable S.A.S,LUIS EDUARDO LOPEZ VARGAS
00000000002142,False,Libro resultado de investigación,Diversidad Floristica del Remanente Boscoso ¿PATICO¿,Colombia,2020,978-958-52766-2-8,Promotora de Desarrollo Sustentable S.A.S,"YENNI PAOLA SAMBONI CEBALLOS, LUIS EDUARDO LOPEZ VARGAS"
00000000007276,False,Libro resultado de investigación,Green Chemistry and Applications 1st Edición,Estados Unidos,2020,978-0367260330,Crc Press-Taylor & Francis Group,"AIDE SAENZ GALINDO, RAUL RODRIGUEZ HERRERA"
00000000007276,False,Libro resultado de investigación,Biodegradable Polymers Concepts and Applications,Estados Unidos,2023,9781003230533,Crc Press-Taylor & Francis Group,"MARGARITA DEL ROSARIO SALAZAR SANCHEZ, RAUL RODRIGUEZ HERRERA, JOSE FERNANDO SOLANILLA DUQUE, JORGE ARTURO CANAS MONTOYA"
00000000010829,False,Libro resultado de investigación,Especies de Importancia Apícola,Colombia,2011,00-00000-00-0,"Instituto Humboldt, Ministerio de Agricultura","PROGRAMA DE ECOLOGIA FACULTAD DE CIENCIAS NATURALES FUP, WILLIAN DANI SOLARTE BERMUDEZ, INSTITUTO ALEXANDER VON HUMBOLDT, INSTITUCION UNIVERSITARIA TECNOLOGICA DE COMFACAUCA, COOPERATIVA DE APICULTURES DEL CAUCA COOAPICA"
00000000010829,False,Libro resultado de investigación,"La Guadua, Guadua angustifolia Kunth: el oro verde por descubrir.",Colombia,2021,978-958-763-482-2,Corporación Universitaria Minuto de Dios,ROGER FABIAN GARCIA DIAZ
00000000002157,False,Libro resultado de investigación,Seguridad computacional,Colombia,2001,,Universidad del Cauca,"SILER AMADOR DONADO, ANDRES FLECHAS, MIGUEL ANGEL NINO"
00000000002157,False,Libro resultado de investigación,Los Proyectos Pedagógicos De Aula Para La Integración De Las Tic,Colombia,2010,978-958-732-058-9,Universidad del Cauca,JORGE JAIR MORENO CHAUSTRE
00000000002157,False,Libro resultado de investigación,"Los Proyectos Pedagógicos De Aula Para La Integración De Las Tic "" Como Sistematización De La Experiencia Docente""",Colombia,2011,978-958-732-085-5,Editorial De La Universidad Del Cauca,JORGE JAIR MORENO CHAUSTRE
00000000002157,False,Libro resultado de investigación,Crear Y Publicar Con Las Tic En La Escuela,Colombia,2011,978-958-732-083-1,Editorial Universidad Del Cauca,JORGE JAIR MORENO CHAUSTRE
00000000002157,False,Libro resultado de investigación,Protección de datos anónima y portable,España,2020,978-620-0-39324-1,Editorial Académica Española,"SILER AMADOR DONADO, MARIA ALEJANDRA ZUNIGA GARZON, KATERINE MARCELES VILLALBA"
00000000005361,False,Libro resultado de investigación,Pertinencia De La Educacion Tecnologica En Contextos Regionales. Una Aproximacion Al Contexto Del Departamento Del Cauca,Colombia,2006,958-33-9185-9,INSTITUTO TECNOLOGICO DE COMFACAUCA,LINA URIBE
00000000005361,False,Libro resultado de investigación,Proyecto Papyrus ¿ Transformación De La Formación Técnica Y Tecnológica. Diseño Curricular Básico.,Colombia,2010,978-958-8292-39-7,impresos arias,BLANCA LILIA BONILLA PAZ
00000000005361,False,Libro resultado de investigación,"Capitalismo e industria cultural: la música popular, cantinera, carrilera y de despecho en Popayán, Colombia",Colombia,2022,978-958-9022-39-9,Gamar Editores. Comunicación Editorial E.U,PAOLA ANDREA MARTINEZ ACOSTA
00000000005361,False,Libro resultado de investigación,Reconocer las diversidades. Prácticas formativas de y no reconocimiento sobre la diversidad,Colombia,2023,978-628-95398-3-7,Sello Editorial Unicomfacauca,SEBASTIAN TORO VELEZ
00000000003792,False,Libro resultado de investigación,CSCW aplicado a la mejora de procesos de software,Colombia,2007,9789871701537,elaleph,"CESAR A COLLAZOS ORDONEZ, WILSON LIBARDO PANTOJA YEPEZ, VICTOR R PENICHET"
00000000003792,False,Libro resultado de investigación,Competisoft: Mejora De Procesos Software Para Pequeñas Y Medianas Empresas Y Proyectos.,España,2008,978-84-7897-901-1,RA-MA,"HANNA OKTABA, MARIO PIATTINI, FRANCISCO JOSE PINO CORREA, CLAUDIA ALQUICIRA, MARIA JULIA OROZCO"
00000000003792,False,Libro resultado de investigación,Calidad de Sistemas de Información (2da. Edición),México,2011,978-84-9964-070-9,RA-MA,"MARIO PIATTINI, FELIX GARCIA, IGNACIO GARCIA RODRIGUEZ, FRANCISCO JOSE PINO CORREA"
00000000003792,False,Libro resultado de investigación,Evaluacion Colaborativa de la _Usabilidad de Aplicaciones de Television Interactiva,Estados Unidos,2013,9780989839303,Research and Innovation,"ANDRES SOLANO, CESAR ALBERTO COLLAZOS ORDONEZ, JOSE ARCINIEGAS"
00000000003792,False,Libro resultado de investigación,Patterns for Monitoring and Evaluating,Alemania,2014,978-3-659-53155-2,LAP Lambert Academic Publishing,"CESAR ALBERTO COLLAZOS ORDONEZ, FRANCISCO GUTIERREZ, CARINA GONZALEZ"
00000000003792,False,Libro resultado de investigación,Patrones de diseño: construyendo aplicaciones flexibles y reutilizables,Colombia,2015,978-958-732-188-3,Editorial Universidad Del Cauca,"WILSON LIBARDO PANTOJA YEPEZ, JULIO ARIEL HURTADO ALEGRIA"
00000000002142,False,Libro resultado de investigación,"Productos Forestales No Maderables De Los Resguardos Guangüi Y Calle Santa Rosa, Pacífico Caucano",Colombia,2012,9789587320992,Editorial De La Universidad Del Cuaca,GIOVANNI VARONA BALCAZAR
00000000012001,False,Libro resultado de investigación,"La experiencia pedagógica, Proyecto vida: Expresando mis emociones",Colombia,2022,978-628-95403-5-2,Editorial FUP,DIANA PAOLA MUNOZ MARTINEZ
00000000000316,False,Libro resultado de investigación,El Sentido De La Formaciòn Pràctica En Ingenierìa: Una Mirada Etnogràfica Desde La Agroindustria,Colombia,2004,958-9475-55-8,Editorial Universidad Del Cauca,"DEIBAR RENE HURTADO HERRERA, HECTOR SAMUEL VILLADA"
00000000000316,False,Libro resultado de investigación,Imaginarios De Los Jóvenes Escolares Ante La Clase De Educación Fisica,Colombia,2005,9589401899,Kinesis,"DEIBAR RENE HURTADO HERRERA, NAPOLEON MURCIA, HIPOLITO CAMACHO, MARIO LOAIZA, LUIS GUILLERMO JARAMILLO ECHEVERRI"
00000000000316,False,Libro resultado de investigación,Consentido,Colombia,2005,9589475809,Universidad del Cauca,"DEIBAR RENE HURTADO HERRERA, EUGENIA TRIGO, LUIS GUILLERMO JARAMILLO ECHEVERRI"
00000000000316,False,Libro resultado de investigación,Jóvenes E Imaginarios De La Educación Física,Colombia,2005,9589495834,Universidad del Cauca,"DEIBAR RENE HURTADO HERRERA, CARLOS I ZUNIGA, HARVEY MONTOYA, LUIS GUILLERMO JARAMILLO ECHEVERRI"
00000000000316,False,Libro resultado de investigación,Los maestros y sus imaginarios frente al uso del computador,Colombia,2009,978-958-98334-4-5,Axis Mundi,LUZ DEL SOL VESGA PARRA
00000000000316,False,Libro resultado de investigación,Queremos seguir otro camino. Memorias del conflicto armando en niños y niñas en situación de desplazamiento en Popayán.,Colombia,2018,978-958-732-259-0,Ediorial Universidad Del Cauca,"DEIBAR RENE HURTADO HERRERA, MARIA ANDREA SIMMONDS TABBERT, PEDRO ANIBAL YANZA MERA"
00000000000316,False,Libro resultado de investigación,Caminos desde la resistencia campesina. Memorias de la resistencia y el conflicto en la Federacion Campesina del Cauca,Colombia,2019,978-95852273-0-9,Federación Campesina del Cauca Editorial,WILIAN ANDRES MAUNA RIVERA
00000000002126,False,Libro resultado de investigación,Diagnóstico de Enfermedades por Caracterización Eléctrica del ADN,España,2012,3659021695,Editorial Académica Española,"GILBERTO BOLANOS PANTOJA, CARLOS ANDRADE, JESUS CABRERA"
00000000012001,False,Libro resultado de investigación,Formación a través de la Escritura,Colombia,2021,978-958-53121-4-2,Editorial FUP,"YENIFER ANDREA CATANO VARGAS, DIANA PAOLA MUNOZ MARTINEZ"
00000000012001,False,Libro resultado de investigación,Pedagogía e investigación: la idea de estar comprometidos artísticamente en un contexto intercultural.,Colombia,2022,978-628-95403-6-9,Editorial FUP,"FABIO NEBARDO GEMBUEL TUNUBALA, DIANA PAOLA MUNOZ MARTINEZ"
00000000012001,False,Libro resultado de investigación,Umbral naciente: Del ser del maestro de arte y Cultura y la obra en contexto,Colombia,2022,978-628-95403-4-5,Editorial FUP,"FABIO NEBARDO GEMBUEL TUNUBALA, DIANA PAOLA MUNOZ MARTINEZ"
00000000001995,False,Libro resultado de investigación,Aerosoles Terapeuticos,Colombia,2000,9589475116,Editorial Universidad Del Cauca,WILLIAM CRISTANCHO GOMEZ
00000000001995,False,Libro resultado de investigación,Fundamentos De Fisioterapia Rspiratoria Y Ventilacion Mecanica,Colombia,2003,9589446078,AB editora,WILLIAM CRISTANCHO GOMEZ
00000000001995,False,Libro resultado de investigación,"Fisiologia Respiratoria, Lo Esencial En La Practica Clínica",Colombia,2004,9589446108,AB editora,WILLIAM CRISTANCHO GOMEZ
00000000002142,False,Libro resultado de investigación,Plantas Con Flores De La Planada. Guía Ilustrada De Familias Y Géneros,Colombia,2000,958-96529-9-9,Panamericana formas e impresos S.A.,"BERNARDO RAMIRO RAMIREZ PADILLA, HUMBERTO MENDOZA CIFUENTES"
